Symbol;Name;Stock Exchange;Sec Type;Date of first trade ;Date (RT Last);Avg Daily Price (LOCAL);Curncy Iso;Market Value in millions ;FR RBICS Name Sector;ISIN;Average Daily Volume;Trading Value Local;Trading Value EUR;Filter
BMW2PY;Gaming Corps AB;OMX NORDIC STOCKHOLM;SHARE;04-06-2015;13-05-2026;7,5;SEK;160,0;Hospitality Services;SE0014694691;156.669,9;1172033,578;103719,7857;BEHOLD
BMW4SJ;Nordfyns Bank A/S;OMX NORDIC COPENHAGEN;SHARE;25-11-1987;02-12-2025;171,7;DKK;555,3;Banking;DK0061295441;995,1;170808,4267;22927,3056;FJERN
BMW8ZK;Luxbright AB;OMX NORDIC STOCKHOLM;SHARE;19-11-2020;13-05-2026;1,3;SEK;60,4;Healthcare Equipment;SE0015192075;65.456,1;83095,26061;7353,562886;FJERN
BMWC78;Betsson AB Class B;OMX NORDIC STOCKHOLM;SHARE;21-01-1998;13-05-2026;60,1;SEK;20.331,3;Hospitality Services;SE0022726485;579.284,7;34794949,84;3079199,101;BEHOLD
BMWPYF;Loyal Solutions A/S;OMX NORDIC STOCKHOLM;SHARE;03-06-2021;13-05-2026;7,3;SEK;33,6;Software and Consulting;DK0061535507;7.282,2;52884,63257;4680,05598;FJERN
BMWX9N;Lagercrantz Group AB Class B;OMX NORDIC STOCKHOLM;SHARE;03-09-2001;13-05-2026;59,5;SEK;42.536,5;Industrial Manufacturing;SE0014990966;174.586,0;10380796,27;918654,5369;BEHOLD
BMX6GL;Readly International AB;OMX NORDIC STOCKHOLM;SHARE;17-09-2020;13-06-2025;20,5;SEK;530,7;Software and Consulting;SE0014855292;98.449,4;2019204,291;178690,6452;BEHOLD
BMXD80;Lipigon Pharmaceuticals AB;OMX NORDIC STOCKHOLM;SHARE;01-03-2021;13-05-2026;1,2;SEK;5,2;Biopharmaceuticals;SE0015382072;1.540.153,0;1863133,865;164879,1031;BEHOLD
BMXJSK;eEducation Albert AB;OMX NORDIC STOCKHOLM;SHARE;01-10-2021;13-05-2026;13,7;SEK;144,2;Software and Consulting;SE0016797989;20.608,1;283131,1138;25055,85078;FJERN
BMXMZT;Coinshares International Limited;OMX NORDIC STOCKHOLM;SHARE;11-03-2021;20-03-2026;65,0;SEK;5.526,8;Specialty Finance and Services;JE00BLD8Y945;69.670,4;4531700,81;401035,4699;BEHOLD
BMXT8K;Nolato AB Class B;OMX NORDIC STOCKHOLM;SHARE;08-09-1992;13-05-2026;37,3;SEK;16.647,5;Healthcare Services;SE0015962477;397.313,9;14837262,47;1313032,077;BEHOLD
BMXVCK;Proact IT Group AB;OMX NORDIC STOCKHOLM;SHARE;22-05-1998;13-05-2026;59,7;SEK;2.916,6;Software and Consulting;SE0015961222;43.241,2;2583596,013;228636,8153;BEHOLD
BMY4TN;Klimator AB;OMX NORDIC STOCKHOLM;SHARE;23-10-2020;13-05-2026;5,7;SEK;142,7;Business Services;SE0014401329;26.243,9;148828,9563;13170,7041;FJERN
BMYDB8;Biokraft International AB;OMX NORDIC STOCKHOLM;SHARE;16-12-2020;08-04-2024;26,2;SEK;886,8;Chemical, Plastic and Rubber Materials;SE0015242896;45.351,0;1187927,319;105126,3115;BEHOLD
BMYDBB;DecideAct A/S;OMX NORDIC COPENHAGEN;SHARE;16-12-2020;27-06-2025;5,2;DKK;49,3;Software and Consulting;DK0061414471;14.953,8;78294,56028;10509,33695;FJERN
BMYF5C;Qlosr Group AB Class B;OMX NORDIC STOCKHOLM;SHARE;16-01-2014;17-11-2025;11,5;SEK;139,1;Software and Consulting;SE0018169195;36.892,8;424114,1858;37532,22883;FJERN
BMYMQR;SameSystem A/S;OMX NORDIC COPENHAGEN;SHARE;30-06-2021;18-01-2024;2,6;DKK;87,1;Software and Consulting;DK0061551033;36.351,6;92998,42887;12483,01059;FJERN
BMYMVJ;Aventura Group AB Class B;OMX NORDIC STOCKHOLM;SHARE;14-06-2021;26-01-2024;10,4;SEK;;Food and Staples Retail;SE0015961438;5.789,1;60315,58969;5337,662804;FJERN
BMYS53;Tingsvalvet Fastighets AB Class A;OMX NORDIC STOCKHOLM;SHARE;15-07-2019;13-05-2026;40,2;SEK;687,8;Real Estate;SE0018534471;1.937,4;77898,88777;6893,706882;FJERN
BMYXVY;M.O.B.A. Network AB;OMX NORDIC STOCKHOLM;SHARE;12-12-2019;13-05-2026;15,6;SEK;4,6;Software and Consulting;SE0016277909;26.802,7;417712,3941;36965,69859;FJERN
BMZ7V3;Penneo A/S;OMX NORDIC COPENHAGEN;SHARE;02-06-2020;05-03-2025;21,3;DKK;541,7;Software and Consulting;DK0061283009;44.719,2;952314,7849;127827,4879;BEHOLD
BMZQ6T;Titania Holding AB Class B;OMX NORDIC STOCKHOLM;SHARE;10-12-2021;13-05-2026;8,3;SEK;680,6;Real Estate;SE0017132129;21.365,0;176768,7651;15643,25355;FJERN
BMZQSP;Gubra A/S;OMX NORDIC COPENHAGEN;SHARE;04-04-2023;13-05-2026;324,6;DKK;8.452,3;Biopharmaceuticals;DK0062266474;36.992,3;12006877,99;1611661,475;BEHOLD
BN0S3N;Linc AB;OMX NORDIC STOCKHOLM;SHARE;28-05-2021;13-05-2026;72,9;SEK;4.036,4;Investment Services;SE0015949433;44.461,1;3241448,34;286853,8354;BEHOLD
BN0SS8;Maven Wireless Sweden AB;OMX NORDIC STOCKHOLM;SHARE;10-06-2021;13-05-2026;12,4;SEK;279,0;Hardware;SE0015961180;29.407,6;364213,2035;32231,25694;FJERN
BN0SSB;Permascand Top Holding AB;OMX NORDIC STOCKHOLM;SHARE;04-06-2021;29-02-2024;24,5;SEK;999,4;Chemical, Plastic and Rubber Materials;SE0015962048;48.435,8;1189008,302;105221,9736;BEHOLD
BN0T7K;Intellego Technologies AB;OMX NORDIC STOCKHOLM;SHARE;24-06-2021;17-11-2025;30,6;SEK;1.552,8;Healthcare Equipment;SE0016075063;247.222,3;7564082,713;669387,8507;BEHOLD
BN0TGN;Hilbert Group AB Class B;OMX NORDIC STOCKHOLM;SHARE;27-10-2021;13-05-2026;5,8;SEK;909,3;Investment Services;SE0016278154;159.291,2;918998,083;81327,26398;FJERN
BN0TZD;Effnetplattformen Holding AB;OMX NORDIC STOCKHOLM;SHARE;28-05-2021;13-05-2026;6,7;SEK;56,4;Telecommunications;SE0015987565;6.814,0;45872,29985;4059,495562;FJERN
BN0Y5L;LifeClean International AB;OMX NORDIC STOCKHOLM;SHARE;01-10-2020;13-05-2026;3,2;SEK;26,0;Household Products;SE0014829271;377.764,0;1218324,41;107816,3195;BEHOLD
BN0Y66;BoMill AB;OMX NORDIC STOCKHOLM;SHARE;20-10-2020;13-05-2026;1,0;SEK;77,7;Industrial Manufacturing;SE0014583332;102.067,9;103142,5729;9127,66132;FJERN
BN0ZNV;Acast AB;OMX NORDIC STOCKHOLM;SHARE;17-06-2021;13-05-2026;16,2;SEK;6.267,7;Software and Consulting;SE0015960935;248.669,1;4038552,792;357394,0524;BEHOLD
BN11ZZ;Pagero Group AB;OMX NORDIC STOCKHOLM;SHARE;22-10-2021;08-03-2024;18,4;SEK;5.769,8;Software and Consulting;SE0016830517;92.647,5;1704257,616;150819,258;BEHOLD
BN16FF;Case Group AB;OMX NORDIC STOCKHOLM;SHARE;16-12-2021;13-05-2026;18,7;SEK;766,0;Investment Services;SE0017082514;5.049,0;94324,23805;8347,277703;FJERN
BN16FT;Acenta Group AB;OMX NORDIC STOCKHOLM;SHARE;02-10-2014;13-05-2026;27.278,9;SEK;61,7;Healthcare Services;SE0024173728;1.073,3;29279758,57;2591129,077;BEHOLD
BN2RDR;Heimstaden AB Pref Registered Shs;OMX NORDIC STOCKHOLM;PREFEQ;11-06-2015;13-05-2026;26,3;SEK;4.079,6;Real Estate;SE0015949037;57.336,0;1510246,774;133650,157;FJERN
BN2RJ9;Hemnet Group AB;OMX NORDIC STOCKHOLM;SHARE;27-04-2021;13-05-2026;220,7;SEK;16.216,3;Software and Consulting;SE0015671995;241.774,0;53361310,93;4722239,905;BEHOLD
BN2S8M;FM Mattsson Class B;OMX NORDIC STOCKHOLM;SHARE;10-04-2017;13-05-2026;48,0;SEK;2.792,5;Household Products;SE0018040883;13.159,4;631059,0738;55845,93574;FJERN
BN2WDT;K-Fast Holding AB Class B;OMX NORDIC STOCKHOLM;SHARE;29-11-2019;13-05-2026;31,3;SEK;3.178,2;Real Estate;SE0016101679;162.613,5;5090810,754;450514,226;BEHOLD
BN33N4;Opter AB;OMX NORDIC STOCKHOLM;SHARE;23-11-2021;13-05-2026;79,3;SEK;520,8;Industrial Services;SE0016829501;3.873,7;307173,0482;27183,45559;FJERN
BN44PZ;Larkberget AB;OMX NORDIC STOCKHOLM;SHARE;25-05-2015;13-05-2026;22,1;SEK;44,8;Biopharmaceuticals;SE0016101935;70.315,6;1553213,062;137452,4833;BEHOLD
BN44VN;Offentliga Hus i Norden AB;OMX NORDIC STOCKHOLM;SHARE;23-10-2020;14-05-2021;14,7;SEK;;Real Estate;SE0014829644;1.081.441,0;15902103,26;1407265,775;BEHOLD
BN46Y7;SignUp Software AB;OMX NORDIC STOCKHOLM;SHARE;24-11-2021;05-06-2023;93,8;SEK;;Software and Consulting;SE0017085020;8.633,3;809963,6273;71678,19711;FJERN
BN49BC;UIE PLC;OMX NORDIC COPENHAGEN;SHARE;22-12-1987;13-05-2026;134,3;DKK;11.869,4;Food and Tobacco Production;MT0002400118;19.090,0;2564235,261;344192,6525;BEHOLD
BN4CFZ;ArcAroma AB;OMX NORDIC STOCKHOLM;SHARE;03-04-2013;18-05-2021;30,9;SEK;;Biopharmaceuticals;SE0014609459;19.203,7;594167,0762;52581,15718;FJERN
BN4F6F;Dynavox Group AB;OMX NORDIC STOCKHOLM;SHARE;09-12-2021;13-05-2026;53,2;SEK;10.766,3;Healthcare Equipment;SE0017105620;252.052,2;13416219,38;1187276,051;BEHOLD
BN4LXG;BYGGFAKTA GROUP Nordic HoldCo AB;OMX NORDIC STOCKHOLM;SHARE;15-10-2021;23-05-2024;41,2;SEK;7.867,1;Real Estate;SE0016798581;115.708,9;4766717,231;421833,3833;BEHOLD
BN4LY0;Haypp Group AB;OMX NORDIC STOCKHOLM;SHARE;13-10-2021;13-05-2026;71,9;SEK;4.563,5;Food and Tobacco Production;SE0016829469;46.644,6;3355486,038;296945,6671;BEHOLD
BN4MYF;Vestas Wind Systems A/S;OMX NORDIC COPENHAGEN;SHARE;30-04-1998;13-05-2026;103,8;DKK;171.738,4;Industrial Manufacturing;DK0061539921;6.385.778,0;663051932,8;89000259,43;BEHOLD
BN4N2L;Netel Holding AB;OMX NORDIC STOCKHOLM;SHARE;15-10-2021;13-05-2026;20,5;SEK;241,1;Industrial Services;SE0016798417;92.176,4;1893910,288;167602,6803;BEHOLD
BN6M8B;Aquaporin A/S;OMX NORDIC COPENHAGEN;SHARE;01-07-2021;29-01-2026;40,4;DKK;391,9;Industrial Manufacturing;DK0061555109;12.204,3;492570,0261;66116,78203;FJERN
BN6RVB;GARO AB;OMX NORDIC STOCKHOLM;SHARE;16-03-2016;13-05-2026;63,8;SEK;856,0;Industrial Manufacturing;SE0015812417;65.914,3;4206899,845;372292,0217;BEHOLD
BN6V17;ChromoGenics AB;OMX NORDIC STOCKHOLM;SHARE;23-03-2017;30-09-2024;1.607,6;SEK;28,9;Mining and Mineral Products;SE0020847481;2.117,0;3403284,569;301175,6256;BEHOLD
BN72V5;Calviks AB (publ);OMX NORDIC STOCKHOLM;SHARE;17-05-2022;13-05-2026;29,5;SEK;241,4;Business Services;SE0017564800;3.464,8;102198,0634;9044,07641;FJERN
BN770Y;Hydract A/S;OMX NORDIC COPENHAGEN;SHARE;21-04-2021;07-02-2025;3,5;DKK;85,0;Industrial Manufacturing;DK0061531944;34.408,8;120369,4829;16156,97758;FJERN
BN775R;Tellusgruppen AB;OMX NORDIC STOCKHOLM;SHARE;28-04-2021;13-05-2026;6,7;SEK;95,0;Household Services;SE0015504519;9.050,6;60827,05177;5382,924935;FJERN
BN782Y;Exsitec Holding AB;OMX NORDIC STOCKHOLM;SHARE;16-09-2020;13-05-2026;148,5;SEK;2.054,8;Software and Consulting;SE0014035762;12.135,8;1801836,077;159454,5201;BEHOLD
BN791J;AFRY AB Class B;OMX NORDIC STOCKHOLM;SHARE;26-02-1991;13-05-2026;134,9;SEK;16.987,8;Industrial Services;SE0005999836;163.302,9;22025152,03;1949128,498;BEHOLD
BN7BZM;NIBE Industrier AB Class B;OMX NORDIC STOCKHOLM;SHARE;25-06-1997;13-05-2026;33,7;SEK;71.812,3;Industrial Manufacturing;SE0015988019;3.027.496,0;101896220,9;9017364,686;BEHOLD
BN7DY2;Acuvi AB;OMX NORDIC STOCKHOLM;SHARE;09-06-2016;13-05-2026;27,4;SEK;575,7;Industrial Manufacturing;SE0017833171;43.338,0;1188658,629;105191,0291;BEHOLD
BN7PJ6;Com Hem Holding AB;OMX NORDIC STOCKHOLM;SHARE;17-06-2014;01-11-2018;95,5;SEK;;Financially Operative Institutions;SE0005999778;365.269,6;34892100,94;3087796,543;BEHOLD
BN7Q2L;Besqab AB;OMX NORDIC STOCKHOLM;SHARE;12-06-2014;11-04-2024;94,8;SEK;1.471,3;Real Estate;SE0005991411;13.570,5;1286391,52;113839,9575;BEHOLD
BN90DN;Modern Times Group MTG AB Class B;OMX NORDIC STOCKHOLM;SHARE;17-10-1997;13-05-2026;76,8;SEK;13.283,3;Software and Consulting;SE0018012494;332.428,6;25542124,89;2260365,034;BEHOLD
BN92YX;RugVista Group AB;OMX NORDIC STOCKHOLM;SHARE;18-03-2021;13-05-2026;72,3;SEK;1.492,4;Consumer Retail;SE0015659834;34.278,0;2478936,436;219374,9058;BEHOLD
BNBS2J;engcon AB Class B;OMX NORDIC STOCKHOLM;SHARE;17-06-2022;13-05-2026;84,6;SEK;12.676,7;Industrial Manufacturing;SE0017769847;112.166,0;9485146,176;839393,4669;BEHOLD
BNC1BK;ES Energy Save Holding AB Class B;OMX NORDIC STOCKHOLM;SHARE;30-09-2020;13-05-2026;44,2;SEK;107,7;Industrial Manufacturing;SE0014428447;14.734,7;651193,8784;57627,77685;FJERN
BNC2GW;CDON AB;OMX NORDIC STOCKHOLM;SHARE;06-11-2020;13-05-2026;214,4;SEK;722,6;Food and Staples Retail;SE0015191911;15.968,2;3423855,091;302996,0258;BEHOLD
BNDC0Z;Duearity AB;OMX NORDIC STOCKHOLM;SHARE;11-05-2021;06-09-2024;1,8;SEK;53,9;Healthcare Equipment;SE0015949482;388.328,8;680185,4645;60193,40394;FJERN
BNDLH0;Re:NewCell AB;OMX NORDIC STOCKHOLM;SHARE;26-11-2020;23-02-2024;127,5;SEK;;Chemical, Plastic and Rubber Materials;SE0014960431;175.412,8;22362044,73;1978942,012;BEHOLD
BNDLH4;Nordnet AB;OMX NORDIC STOCKHOLM;SHARE;25-11-2020;13-05-2026;192,2;SEK;67.375,7;Banking;SE0015192067;360.268,2;69228921,15;6126453,199;BEHOLD
BNDM5M;Safello Group AB;OMX NORDIC STOCKHOLM;SHARE;12-05-2021;13-05-2026;6,0;SEK;86,3;Specialty Finance and Services;SE0015346895;38.256,8;229218,7644;20284,84641;FJERN
BNDMJB;Dlaboratory Sweden AB;OMX NORDIC STOCKHOLM;SHARE;21-04-2021;13-05-2026;2,9;SEK;40,7;Utilities;SE0015658380;28.029,6;82468,49152;7298,096595;FJERN
BNDRLL;Deversify Health AB;OMX NORDIC STOCKHOLM;SHARE;06-04-2021;01-11-2024;0,9;SEK;5,8;Software and Consulting;SE0015660345;638.003,1;553812,0833;49009,91888;FJERN
BNDSMV;Refine Group AB;OMX NORDIC STOCKHOLM;SHARE;09-03-2021;13-05-2026;147,8;SEK;25,8;Consumer Retail;SE0021021656;191.200,9;28256682,37;2500591,36;BEHOLD
BNDWX1;Svolder AB Class B;OMX NORDIC STOCKHOLM;SHARE;22-07-1993;13-05-2026;29,6;SEK;5.519,4;Investment Services;SE0017161458;129.871,9;3840991,313;339910,7357;BEHOLD
BNDXB9;Gruvaktiebolaget Viscaria;OMX NORDIC STOCKHOLM;SHARE;22-02-2007;13-05-2026;20,0;SEK;4.681,5;Mining and Mineral Products;SE0021148160;115.519,0;2311121,632;204524,0382;BEHOLD
BNDXVV;Train Alliance AB (publ) Class B;OMX NORDIC STOCKHOLM;SHARE;20-02-2020;02-03-2026;21,9;SEK;1.531,8;Industrial Services;SE0020540144;34.831,8;763630,8264;67577,94924;FJERN
BNDXZC;ALM Equity AB;OMX NORDIC STOCKHOLM;SHARE;08-06-2012;13-05-2026;280,3;SEK;913,1;Real Estate;SE0018741985;1.678,2;470380,3373;41626,57852;FJERN
BNFWZN;Heliospectra AB;OMX NORDIC STOCKHOLM;SHARE;18-06-2014;13-05-2026;3,0;SEK;53,8;Industrial Manufacturing;SE0005933082;84.104,3;250664,6782;22182,71489;FJERN
BNFX60;Hanza AB;OMX NORDIC STOCKHOLM;SHARE;19-06-2014;13-05-2026;37,3;SEK;5.846,0;Electronic Components and Manufacturing;SE0005878543;68.773,9;2563977,647;226900,6767;BEHOLD
BNG95V;Annehem Fastigheter AB Class B;OMX NORDIC STOCKHOLM;SHARE;11-12-2020;13-05-2026;20,2;SEK;1.529,7;Real Estate;SE0015221684;77.204,9;1560534,151;138100,3674;BEHOLD
BNGB6Z;QUIA PHARMA AB (publ);OMX NORDIC STOCKHOLM;SHARE;21-06-2005;15-12-2025;128,3;SEK;17,7;Healthcare Services;SE0020678159;1.740.640,0;223374068,4;19767616,67;BEHOLD
BNGGW7;SPARK Technology;OMX NORDIC COPENHAGEN;SHARE;17-01-2018;20-08-2024;151,4;DKK;152,2;Hardware;DK0062268686;11.957,2;1810594,14;243032,7705;BEHOLD
BNGN4R;Bactiguard Holding AB;OMX NORDIC STOCKHOLM;SHARE;19-06-2014;13-05-2026;61,9;SEK;697,4;Healthcare Equipment;SE0005878741;31.066,5;1923007,971;170177,6966;BEHOLD
BNHN6F;SMART VALOR AG Shs Swedish Depository Receipt Repr 1 Sh;OMX NORDIC STOCKHOLM;DR;10-02-2022;31-05-2024;7,2;SEK;;Specialty Finance and Services;SE0017133820;11.747,3;85127,88638;7533,441273;FJERN
BNHNLD;CombinedX AB;OMX NORDIC STOCKHOLM;SHARE;28-03-2022;13-05-2026;36,9;SEK;716,8;Software and Consulting;SE0012065589;10.880,2;401920,1167;35568,15192;FJERN
BNHSHK;ALK-abello A/S Class B;OMX NORDIC COPENHAGEN;SHARE;02-01-1985;13-05-2026;72,0;DKK;50.649,2;Biopharmaceuticals;DK0061802139;255.653,4;18418840,65;2472327,604;BEHOLD
BNJZRJ;Scandi Standard AB;OMX NORDIC STOCKHOLM;SHARE;27-06-2014;13-05-2026;63,0;SEK;6.498,3;Food and Tobacco Production;SE0005999760;132.030,6;8321747,445;736437,827;BEHOLD
BNK92W;Precise Biometrics AB;OMX NORDIC STOCKHOLM;SHARE;27-01-2000;13-05-2026;12,6;SEK;180,8;Software and Consulting;SE0018013849;516.051,7;6516004,198;576637,5396;BEHOLD
BNKCKG;Copyright Agent A/S;OMX NORDIC COPENHAGEN;SHARE;07-07-2021;01-03-2023;3,6;DKK;;Software and Consulting;DK0061552437;17.047,1;62033,69567;8326,67056;FJERN
BNKCKM;Amniotics AB;OMX NORDIC STOCKHOLM;SHARE;06-07-2021;27-09-2024;0,4;SEK;24,4;Biopharmaceuticals;SE0015961016;8.786.263,0;3388181,582;299839,0781;BEHOLD
BNKCRG;Vimian Group AB;OMX NORDIC STOCKHOLM;SHARE;18-06-2021;13-05-2026;41,4;SEK;16.057,8;Healthcare Services;SE0015961982;404.512,3;16741599,1;1481557,443;BEHOLD
BNKLN2;Acrinova AB Class A;OMX NORDIC STOCKHOLM;SHARE;02-03-2015;13-05-2026;13,8;SEK;455,0;Real Estate;SE0015660014;5.044,3;69417,69828;6143,15914;FJERN
BNLXJ1;FSport AB;OMX NORDIC STOCKHOLM;SHARE;30-09-2021;13-05-2026;0,2;SEK;4,7;Software and Consulting;SE0016288641;857.893,1;152510,9164;13496,54127;FJERN
BNM3DS;Aprendere Skolor AB;OMX NORDIC STOCKHOLM;SHARE;28-09-2021;09-01-2025;9,9;SEK;56,5;Household Services;SE0015960778;3.861,0;38269,4696;3386,678725;FJERN
BNM3GG;Neovici Holding AB Class B;OMX NORDIC STOCKHOLM;SHARE;02-07-2024;13-05-2026;5,9;SEK;274,5;Software and Consulting;SE0016830038;36.311,9;213966,9493;18935,12825;FJERN
BNM66T;Fuud AB;OMX NORDIC STOCKHOLM;SHARE;27-03-2019;21-10-2022;1,2;SEK;;Food and Tobacco Production;SE0015988134;1.087.346,0;1351020,881;119559,37;BEHOLD
BNM68B;Envar Holding AB;OMX NORDIC STOCKHOLM;SHARE;17-12-2024;13-05-2026;35,0;SEK;740,0;Software and Consulting;SE0023134895;6.834,4;239540,0807;21198,23723;FJERN
BNM7PR;Fastighetsbolaget Emilshus AB Class B;OMX NORDIC STOCKHOLM;SHARE;13-06-2022;13-05-2026;38,0;SEK;6.812,3;Real Estate;SE0016785786;61.472,3;2336380,925;206759,3739;BEHOLD
BNM7T6;Athanase Innovation AB;OMX NORDIC STOCKHOLM;SHARE;08-05-2017;12-05-2026;797,7;SEK;347,4;Investment Services;SE0018014060;5.535,1;4415526,49;390754,5567;BEHOLD
BNNFL6;Smart Wires Technology Ltd. Swedish Depository Receipt Repr 1 Sh;OMX NORDIC STOCKHOLM;DR;18-05-2021;07-03-2023;16,4;SEK;;Industrial Manufacturing;SE0015962345;488.830,0;8011459,312;708978,7001;FJERN
BNNFQ3;Swedencare AB;OMX NORDIC STOCKHOLM;SHARE;14-06-2016;13-05-2026;39,6;SEK;6.137,9;Food and Tobacco Production;SE0015988167;194.527,6;7696387,23;681096,2151;BEHOLD
BNNH2W;Fasadgruppen Group AB;OMX NORDIC STOCKHOLM;SHARE;09-12-2020;13-05-2026;69,7;SEK;1.662,6;Mining and Mineral Products;SE0015195771;93.158,6;6492832,333;574586,9321;BEHOLD
BNNTR9;Sedana Medical AB;OMX NORDIC STOCKHOLM;SHARE;21-06-2017;13-05-2026;32,8;SEK;1.021,2;Healthcare Equipment;SE0015988373;213.800,9;7011183,604;620458,726;BEHOLD
BNNXSF;Mendus AB;OMX NORDIC STOCKHOLM;SHARE;22-04-2013;13-05-2026;190,5;SEK;343,6;Biopharmaceuticals;SE0022239950;33.092,7;6302520,762;557745,2001;BEHOLD
BNR5JS;Th1ng AB;OMX NORDIC STOCKHOLM;SHARE;16-06-2021;11-06-2025;2,2;SEK;22,8;Software and Consulting;SE0016074124;39.847,6;88836,28736;7861,61835;FJERN
BNRLK8;Fluicell AB;OMX NORDIC STOCKHOLM;SHARE;18-04-2018;13-05-2026;576,6;SEK;13,7;Healthcare Services;SE0023595459;4.046,3;2333278,642;206484,8356;BEHOLD
BNSM80;Vuxen Group AB;OMX NORDIC STOCKHOLM;SHARE;14-02-2022;13-05-2026;13,8;SEK;;Consumer Retail;SE0017232838;6.140,1;84933,20721;7516,213027;FJERN
BNSMSG;Verve Group SE Class A;OMX NORDIC STOCKHOLM;SHARE;06-10-2020;13-05-2026;27,5;SEK;;Software and Consulting;SE0018538068;425.782,2;11722835,65;1037419,084;BEHOLD
BNTD0W;Tethys Oil AB;OMX NORDIC STOCKHOLM;SHARE;06-04-2004;10-01-2025;43,3;SEK;1.957,3;Upstream Energy;SE0020180917;128.393,0;5554884,627;491582,7104;BEHOLD
BNVVHB;Elicera Therapeutics AB;OMX NORDIC STOCKHOLM;SHARE;11-06-2021;13-05-2026;3,9;SEK;253,4;Biopharmaceuticals;SE0015382080;166.448,2;648262,642;57368,3754;FJERN
BNXLXK;ITAB Shop Concept AB;OMX NORDIC STOCKHOLM;SHARE;28-05-2004;13-05-2026;19,6;SEK;4.492,8;Industrial Services;SE0015962097;98.412,7;1930223,004;170816,195;BEHOLD
BNYBGC;TROPHY GAMES Development A/S;OMX NORDIC COPENHAGEN;SHARE;27-04-2021;13-05-2026;7,1;DKK;355,5;Software and Consulting;DK0061537206;24.113,0;171174,9613;22976,50487;FJERN
BNYKZJ;NCAB Group AB;OMX NORDIC STOCKHOLM;SHARE;05-06-2018;13-05-2026;44,8;SEK;8.937,2;Electronic Components and Manufacturing;SE0017160773;243.127,2;10896144,2;964260,5484;BEHOLD
BNYNFG;Scandinavian Medical Solutions A/S;OMX NORDIC COPENHAGEN;SHARE;03-11-2021;13-05-2026;6,3;DKK;110,5;Healthcare Services;DK0061675006;45.829,3;289521,3559;38861,92697;FJERN
BNZFHC;Hexagon AB Class B;OMX NORDIC STOCKHOLM;SHARE;04-01-1989;13-05-2026;63,0;SEK;293.939,4;Software and Consulting;SE0015961909;5.025.212,0;316576396;28015610,27;BEHOLD
BNZG3G;BrightBid Group AB;OMX NORDIC STOCKHOLM;SHARE;08-12-2009;13-05-2026;42,1;SEK;14,6;Software and Consulting;SE0017937279;30.198,7;1269879,914;112378,7535;BEHOLD
BP09MR;Swedish Match AB;OMX NORDIC STOCKHOLM;SHARE;16-05-1996;30-12-2022;37,7;SEK;;Food and Tobacco Production;SE0015812219;7.515.240,0;283565110,8;25094257,6;BEHOLD
BP0PRM;Adtraction Group AB;OMX NORDIC STOCKHOLM;SHARE;07-12-2021;13-05-2026;38,3;SEK;514,8;Software and Consulting;SE0016833149;10.237,1;392179,8236;34706,17908;FJERN
BP268D;Precomp Solutions AB Class B;OMX NORDIC STOCKHOLM;SHARE;29-08-2007;12-05-2026;2,6;SEK;22,8;Mining and Mineral Products;SE0006091724;7.651,3;20102,12788;1778,94937;FJERN
BP2NH9;Lipum AB;OMX NORDIC STOCKHOLM;SHARE;22-04-2021;18-03-2026;13,8;SEK;309,7;Healthcare Services;SE0015660899;15.868,3;218243,3946;19313,57474;FJERN
BP2NJ4;Beijer Ref AB Class B;OMX NORDIC STOCKHOLM;SHARE;14-08-1987;13-05-2026;64,1;SEK;75.579,6;Industrial Services;SE0015949748;364.466,4;23364873,02;2067687,878;BEHOLD
BP2NQG;Metabolic Nordic AB (publ);OMX NORDIC STOCKHOLM;SHARE;19-05-2021;26-11-2024;1,1;SEK;5,0;Software and Consulting;SE0015797352;74.802,4;80641,93494;7136,454419;FJERN
BP4BZG;Solid Forsakringsaktiebolag;OMX NORDIC STOCKHOLM;SHARE;01-12-2021;13-05-2026;70,3;SEK;1.530,9;Insurance;SE0017082548;30.605,3;2150524,92;190311,9398;BEHOLD
BP4DDM;Synsam AB;OMX NORDIC STOCKHOLM;SHARE;29-10-2021;13-05-2026;52,9;SEK;9.640,2;Food and Staples Retail;SE0016829709;253.066,9;13393221,51;1185240,842;BEHOLD
BP4T2R;Scandinavian Real Heart AB;OMX NORDIC STOCKHOLM;SHARE;26-11-2014;13-05-2026;300,9;SEK;69,5;Healthcare Equipment;SE0023286836;2.490,9;749593,3115;66335,69129;FJERN
BP4T6K;Momentum Group AB Class B;OMX NORDIC STOCKHOLM;SHARE;31-03-2022;13-05-2026;124,2;SEK;7.603,4;Industrial Services;SE0017562523;49.092,6;6099711,427;539797,4714;BEHOLD
BP4Y77;Moberg Pharma AB;OMX NORDIC STOCKHOLM;SHARE;26-05-2011;13-05-2026;149,5;SEK;482,7;Biopharmaceuticals;SE0020353928;84.331,3;12604194,31;1115415,426;BEHOLD
BP68QT;Careium AB;OMX NORDIC STOCKHOLM;SHARE;10-12-2021;13-05-2026;22,1;SEK;579,0;Hardware;SE0017131824;29.446,7;649706,8361;57496,18018;FJERN
BP6BS3;NeoDynamics AB;OMX NORDIC STOCKHOLM;SHARE;10-12-2018;30-07-2024;116,1;SEK;15,9;Healthcare Equipment;SE0021615655;9.313,3;1081435,364;95702,24459;FJERN
