Price History: MS129867,,,,,,,,,
,,,,,,,,,
Date,Price,CVol,Change,% Change,"Total Return (Gross, Unhedged)","Cumulative Return % (Gross, Unhedged)",Open,High,Low
05/17/10,"652,23",,"2,65","0,41","953,04","7,74",,"652,23","652,23"
05/18/10,"653,55",,"1,32","0,20","955,15","7,98",,"653,55","653,55"
05/19/10,"645,38",,"-8,17","-1,25","943,43","6,65",,"645,38","645,38"
05/20/10,"633,75",,"-11,62","-1,80","926,63","4,75",,"633,75","633,75"
05/21/10,"633,12",,"-0,63","-0,10","925,70","4,65",,"633,12","633,12"
05/24/10,"629,17",,"-3,95","-0,62","920,85","4,10",,"629,17","629,17"
05/25/10,"623,30",,"-5,86","-0,93","912,27","3,13",,"623,30","623,30"
05/26/10,"624,83",,"1,53","0,24","914,76","3,41",,"624,83","624,83"
05/27/10,"637,82",,"12,99","2,08","933,80","5,57",,"637,82","637,82"
05/28/10,"638,13",,"0,31","0,05","934,26","5,62",,"638,13","638,13"
06/01/10,"634,69",,"-3,44","-0,54","929,50","5,08",,"634,69","634,69"
06/02/10,"640,55",,"5,86","0,92","941,23","6,41",,"640,55","640,55"
06/03/10,"646,86",,"6,31","0,98","950,54","7,46",,"646,86","646,86"
06/04/10,"634,77",,"-12,09","-1,87","932,88","5,46",,"634,77","634,77"
06/07/10,"631,29",,"-3,48","-0,55","927,94","4,90",,"631,29","631,29"
06/08/10,"632,56",,"1,27","0,20","930,00","5,14",,"632,56","632,56"
06/09/10,"634,52",,"1,97","0,31","932,99","5,47",,"634,52","634,52"
06/10/10,"646,00",,"11,48","1,81","949,89","7,39",,"646,00","646,00"
06/11/10,"648,45",,"2,45","0,38","953,55","7,80",,"648,45","648,45"
06/14/10,"651,27",,"2,82","0,43","959,14","8,43",,"651,27","651,27"
06/15/10,"658,87",,"7,60","1,17","970,33","9,70",,"658,87","658,87"
06/16/10,"660,27",,"1,40","0,21","972,65","9,96",,"660,27","660,27"
06/17/10,"661,82",,"1,55","0,23","974,98","10,22",,"661,82","661,82"
06/18/10,"662,96",,"1,14","0,17","976,66","10,41",,"662,96","662,96"
06/21/10,"663,55",,"0,59","0,09","978,32","10,60",,"663,55","663,55"
06/22/10,"656,79",,"-6,76","-1,02","968,42","9,48",,"656,79","656,79"
06/23/10,"653,32",,"-3,47","-0,53","963,30","8,90",,"653,32","653,32"
06/24/10,"648,02",,"-5,30","-0,81","955,60","8,03",,"648,02","648,02"
06/25/10,"645,73",,"-2,29","-0,35","952,23","7,65",,"645,73","645,73"
06/28/10,"649,13",,"3,40","0,53","957,58","8,25",,"649,13","649,13"
06/29/10,"635,71",,"-13,42","-2,07","937,79","6,02",,"635,71","635,71"
06/30/10,"631,83",,"-3,88","-0,61","932,07","5,37",,"631,83","631,83"
07/01/10,"628,32",,"-3,52","-0,56","927,12","4,81",,"628,32","628,32"
07/02/10,"628,94",,"0,62","0,10","928,04","4,91",,"628,94","628,94"
07/06/10,"637,96",,"9,02","1,43","941,41","6,43",,"637,96","637,96"
07/07/10,"647,87",,"9,90","1,55","958,05","8,31",,"647,87","647,87"
07/08/10,"653,57",,"5,70","0,88","966,58","9,27",,"653,57","653,57"
07/09/10,"654,99",,"1,42","0,22","968,71","9,51",,"654,99","654,99"
07/12/10,"654,44",,"-0,55","-0,08","967,90","9,42",,"654,44","654,44"
07/13/10,"660,16",,"5,73","0,88","976,37","10,38",,"660,16","660,16"
07/14/10,"660,82",,"0,66","0,10","977,34","10,49",,"660,82","660,82"
07/15/10,"659,76",,"-1,06","-0,16","975,77","10,31",,"659,76","659,76"
07/16/10,"650,14",,"-9,63","-1,46","961,53","8,70",,"650,14","650,14"
07/19/10,"653,05",,"2,91","0,45","965,85","9,19",,"653,05","653,05"
07/20/10,"653,94",,"0,90","0,14","967,18","9,34",,"653,94","653,94"
07/21/10,"653,67",,"-0,27","-0,04","966,78","9,29",,"653,67","653,67"
07/22/10,"664,09",,"10,42","1,59","982,19","11,04",,"664,09","664,09"
07/23/10,"666,61",,"2,51","0,38","985,91","11,46",,"666,61","666,61"
07/26/10,"670,50",,"3,89","0,58","991,66","12,11",,"670,50","670,50"
07/27/10,"673,33",,"2,84","0,42","995,86","12,58",,"673,33","673,33"
07/28/10,"672,60",,"-0,73","-0,11","995,22","12,51",,"672,60","672,60"
07/29/10,"672,02",,"-0,59","-0,09","994,87","12,47",,"672,02","672,02"
07/30/10,"668,95",,"-3,07","-0,46","990,33","11,96",,"668,95","668,95"
08/02/10,"680,58",,"11,63","1,74","1.007,55","13,90",,"680,58","680,58"
08/03/10,"679,45",,"-1,13","-0,17","1.005,87","13,71",,"679,45","679,45"
08/04/10,"681,69",,"2,25","0,33","1.009,32","14,10",,"681,69","681,69"
08/05/10,"682,07",,"0,38","0,06","1.009,89","14,17",,"682,07","682,07"
08/06/10,"679,64",,"-2,44","-0,36","1.006,62","13,80",,"679,64","679,64"
08/09/10,"685,39",,"5,75","0,85","1.015,16","14,76",,"685,39","685,39"
08/10/10,"685,06",,"-0,33","-0,05","1.014,75","14,72",,"685,06","685,06"
08/11/10,"673,25",,"-11,81","-1,72","997,91","12,81",,"673,25","673,25"
08/12/10,"674,75",,"1,49","0,22","1.000,34","13,09",,"674,75","674,75"
08/13/10,"675,76",,"1,01","0,15","1.001,84","13,26",,"675,76","675,76"
08/16/10,"674,98",,"-0,77","-0,11","1.000,80","13,14",,"674,98","674,98"
08/17/10,"681,01",,"6,03","0,89","1.009,76","14,15",,"681,01","681,01"
08/18/10,"680,61",,"-0,40","-0,06","1.009,17","14,09",,"680,61","680,61"
08/19/10,"672,67",,"-7,94","-1,17","997,41","12,76",,"672,67","672,67"
08/20/10,"668,80",,"-3,87","-0,57","991,67","12,11",,"668,80","668,80"
08/23/10,"671,18",,"2,38","0,36","995,49","12,54",,"671,18","671,18"
08/24/10,"668,86",,"-2,33","-0,35","992,03","12,15",,"668,86","668,86"
08/25/10,"667,63",,"-1,23","-0,18","990,50","11,98",,"667,63","667,63"
08/26/10,"667,20",,"-0,42","-0,06","989,93","11,91",,"667,20","667,20"
08/27/10,"677,01",,"9,81","1,47","1.004,51","13,56",,"677,01","677,01"
08/30/10,"673,70",,"-3,32","-0,49","1.000,35","13,09",,"673,70","673,70"
08/31/10,"675,63",,"1,94","0,29","1.003,23","13,42",,"675,63","675,63"
09/01/10,"686,16",,"10,53","1,56","1.018,91","15,19",,"686,16","686,16"
09/02/10,"685,97",,"-0,19","-0,03","1.018,74","15,17",,"685,97","685,97"
09/03/10,"689,29",,"3,32","0,48","1.023,74","15,73",,"689,29","689,29"
09/07/10,"689,96",,"0,66","0,10","1.025,11","15,89",,"689,96","689,96"
09/08/10,"691,29",,"1,33","0,19","1.027,35","16,14",,"691,29","691,29"
09/09/10,"694,22",,"2,94","0,42","1.031,73","16,64",,"694,22","694,22"
09/10/10,"693,87",,"-0,36","-0,05","1.031,20","16,58",,"693,87","693,87"
09/13/10,"695,78",,"1,91","0,28","1.034,10","16,90",,"695,78","695,78"
09/14/10,"694,09",,"-1,68","-0,24","1.031,61","16,62",,"694,09","694,09"
09/15/10,"694,64",,"0,55","0,08","1.032,43","16,72",,"694,64","694,64"
09/16/10,"691,75",,"-2,89","-0,42","1.028,18","16,23",,"691,75","691,75"
09/17/10,"690,68",,"-1,07","-0,15","1.026,59","16,06",,"690,68","690,68"
09/20/10,"698,50",,"7,82","1,13","1.038,21","17,37",,"698,50","698,50"
09/21/10,"697,48",,"-1,02","-0,15","1.036,92","17,22",,"697,48","697,48"
09/22/10,"694,54",,"-2,94","-0,42","1.032,55","16,73",,"694,54","694,54"
09/23/10,"692,05",,"-2,49","-0,36","1.028,84","16,31",,"692,05","692,05"
09/24/10,"697,40",,"5,35","0,77","1.036,79","17,21",,"697,40","697,40"
09/27/10,"697,97",,"0,57","0,08","1.037,69","17,31",,"697,97","697,97"
09/28/10,"697,52",,"-0,45","-0,06","1.038,80","17,44",,"697,52","697,52"
09/29/10,"694,14",,"-3,38","-0,48","1.033,98","16,89",,"694,14","694,14"
09/30/10,"690,59",,"-3,54","-0,51","1.028,70","16,29",,"690,59","690,59"
10/01/10,"693,30",,"2,70","0,39","1.032,73","16,75",,"693,30","693,30"
10/04/10,"690,03",,"-3,27","-0,47","1.027,86","16,20",,"690,03","690,03"
10/05/10,"698,33",,"8,30","1,20","1.040,26","17,60",,"698,33","698,33"
10/06/10,"696,40",,"-1,93","-0,28","1.039,46","17,51",,"696,40","696,40"
10/07/10,"696,47",,"0,08","0,01","1.039,57","17,52",,"696,47","696,47"
10/08/10,"695,75",,"-0,72","-0,10","1.038,50","17,40",,"695,75","695,75"
10/11/10,"697,61",,"1,85","0,27","1.041,27","17,71",,"697,61","697,61"
10/12/10,"693,16",,"-4,44","-0,64","1.034,63","16,96",,"693,16","693,16"
10/13/10,"698,27",,"5,10","0,74","1.042,25","17,83",,"698,27","698,27"
10/14/10,"699,21",,"0,94","0,13","1.043,65","17,98",,"699,21","699,21"
10/15/10,"699,40",,"0,20","0,03","1.043,95","18,02",,"699,40","699,40"
10/18/10,"704,01",,"4,61","0,66","1.050,91","18,81",,"704,01","704,01"
10/19/10,"701,31",,"-2,70","-0,38","1.046,88","18,35",,"701,31","701,31"
10/20/10,"704,37",,"3,06","0,44","1.051,45","18,87",,"704,37","704,37"
10/21/10,"705,01",,"0,63","0,09","1.052,46","18,98",,"705,01","705,01"
10/22/10,"703,44",,"-1,57","-0,22","1.050,13","18,72",,"703,44","703,44"
10/25/10,"703,73",,"0,29","0,04","1.050,61","18,77",,"703,73","703,73"
10/26/10,"703,94",,"0,20","0,03","1.050,91","18,81",,"703,94","703,94"
10/27/10,"700,42",,"-3,52","-0,50","1.045,74","18,22",,"700,42","700,42"
10/28/10,"705,86",,"5,43","0,78","1.054,08","19,16",,"705,86","705,86"
10/29/10,"708,89",,"3,04","0,43","1.058,61","19,68",,"708,89","708,89"
11/01/10,"707,84",,"-1,05","-0,15","1.057,03","19,50",,"707,84","707,84"
11/02/10,"712,74",,"4,90","0,69","1.064,35","20,32",,"712,74","712,74"
11/03/10,"710,51",,"-2,23","-0,31","1.061,11","19,96",,"710,51","710,51"
11/04/10,"715,56",,"5,05","0,71","1.068,65","20,81",,"715,56","715,56"
11/05/10,"714,18",,"-1,38","-0,19","1.066,59","20,58",,"714,18","714,18"
11/08/10,"711,00",,"-3,18","-0,45","1.063,85","20,27",,"711,00","711,00"
11/09/10,"711,68",,"0,68","0,10","1.065,24","20,42",,"711,68","711,68"
11/10/10,"710,46",,"-1,22","-0,17","1.064,39","20,33",,"710,46","710,46"
11/11/10,"707,74",,"-2,73","-0,38","1.060,30","19,87",,"707,74","707,74"
11/12/10,"705,35",,"-2,38","-0,34","1.056,78","19,47",,"705,35","705,35"
11/15/10,"707,68",,"2,33","0,33","1.060,35","19,87",,"707,68","707,68"
11/16/10,"698,03",,"-9,66","-1,36","1.045,98","18,25",,"698,03","698,03"
11/17/10,"697,65",,"-0,38","-0,05","1.046,66","18,32",,"697,65","697,65"
11/18/10,"704,64",,"6,99","1,00","1.057,15","19,51",,"704,64","704,64"
11/19/10,"704,24",,"-0,40","-0,06","1.056,55","19,44",,"704,24","704,24"
11/22/10,"701,45",,"-2,79","-0,40","1.052,99","19,04",,"701,45","701,45"
11/23/10,"692,48",,"-8,97","-1,28","1.039,63","17,53",,"692,48","692,48"
11/24/10,"694,77",,"2,28","0,33","1.043,23","17,94",,"694,77","694,77"
11/26/10,"692,93",,"-1,83","-0,26","1.040,51","17,63",,"692,93","692,93"
11/29/10,"685,39",,"-7,55","-1,09","1.029,20","16,35",,"685,39","685,39"
11/30/10,"683,36",,"-2,03","-0,30","1.026,16","16,01",,"683,36","683,36"
12/01/10,"691,86",,"8,50","1,24","1.039,41","17,50",,"691,86","691,86"
12/02/10,"696,71",,"4,85","0,70","1.046,76","18,34",,"696,71","696,71"
12/03/10,"695,97",,"-0,74","-0,11","1.046,16","18,27",,"695,97","695,97"
12/06/10,"694,96",,"-1,01","-0,15","1.044,77","18,11",,"694,96","694,96"
12/07/10,"696,18",,"1,23","0,18","1.046,78","18,34",,"696,18","696,18"
12/08/10,"696,16",,"-0,02","0,00","1.046,99","18,36",,"696,16","696,16"
12/09/10,"699,19",,"3,02","0,43","1.051,58","18,88",,"699,19","699,19"
12/10/10,"700,62",,"1,43","0,20","1.053,73","19,12",,"700,62","700,62"
12/13/10,"703,60",,"2,98","0,43","1.058,27","19,64",,"703,60","703,60"
12/14/10,"706,48",,"2,89","0,41","1.062,72","20,14",,"706,48","706,48"
12/15/10,"702,86",,"-3,62","-0,51","1.057,32","19,53",,"702,86","702,86"
12/16/10,"704,27",,"1,40","0,20","1.059,47","19,77",,"704,27","704,27"
12/17/10,"702,80",,"-1,46","-0,21","1.057,27","19,52",,"702,80","702,80"
12/20/10,"706,57",,"3,76","0,54","1.062,93","20,16",,"706,57","706,57"
12/21/10,"709,74",,"3,17","0,45","1.068,06","20,74",,"709,74","709,74"
12/22/10,"710,96",,"1,22","0,17","1.069,94","20,96",,"710,96","710,96"
12/23/10,"712,16",,"1,20","0,17","1.071,85","21,17",,"712,16","712,16"
12/27/10,"709,62",,"-2,54","-0,36","1.068,03","20,74",,"709,62","709,62"
12/28/10,"709,44",,"-0,17","-0,02","1.067,77","20,71",,"709,44","709,44"
12/29/10,"710,00",,"0,55","0,08","1.069,10","20,86",,"710,00","710,00"
12/30/10,"706,55",,"-3,44","-0,48","1.063,92","20,28",,"706,55","706,55"
12/31/10,"705,10",,"-1,46","-0,21","1.061,73","20,03",,"705,10","705,10"
01/03/11,"709,08",,"3,98","0,56","1.067,77","20,71",,"709,08","709,08"
01/04/11,"713,72",,"4,64","0,65","1.074,76","21,50",,"713,72","713,72"
01/05/11,"714,86",,"1,14","0,16","1.076,50","21,70",,"714,86","714,86"
01/06/11,"711,53",,"-3,33","-0,47","1.073,61","21,37",,"711,53","711,53"
01/07/11,"709,08",,"-2,46","-0,35","1.069,98","20,96",,"709,08","709,08"
01/10/11,"704,27",,"-4,81","-0,68","1.062,73","20,14",,"704,27","704,27"
01/11/11,"703,43",,"-0,84","-0,12","1.061,46","20,00",,"703,43","703,43"
01/12/11,"708,16",,"4,73","0,67","1.068,60","20,80",,"708,16","708,16"
01/13/11,"710,84",,"2,68","0,38","1.072,64","21,26",,"710,84","710,84"
01/14/11,"711,16",,"0,32","0,05","1.073,13","21,32",,"711,16","711,16"
01/18/11,"715,38",,"4,22","0,59","1.079,50","22,04",,"715,38","715,38"
01/19/11,"713,44",,"-1,95","-0,27","1.076,56","21,71",,"713,44","713,44"
01/20/11,"714,46",,"1,02","0,14","1.078,10","21,88",,"714,46","714,46"
01/21/11,"718,26",,"3,80","0,53","1.083,86","22,53",,"718,26","718,26"
01/24/11,"722,15",,"3,89","0,54","1.089,73","23,19",,"722,15","722,15"
01/25/11,"722,65",,"0,50","0,07","1.090,49","23,28",,"722,65","722,65"
01/26/11,"723,05",,"0,40","0,05","1.091,25","23,37",,"723,05","723,05"
01/27/11,"723,40",,"0,35","0,05","1.091,87","23,44",,"723,40","723,40"
01/28/11,"715,72",,"-7,68","-1,06","1.080,31","22,13",,"715,72","715,72"
01/31/11,"715,70",,"-0,02","0,00","1.080,28","22,13",,"715,70","715,70"
02/01/11,"723,11",,"7,40","1,03","1.091,45","23,39",,"723,11","723,11"
02/02/11,"723,19",,"0,09","0,01","1.091,59","23,40",,"723,19","723,19"
02/03/11,"724,50",,"1,31","0,18","1.093,85","23,66",,"724,50","724,50"
02/04/11,"726,35",,"1,85","0,26","1.096,64","23,98",,"726,35","726,35"
02/07/11,"727,85",,"1,50","0,21","1.098,90","24,23",,"727,85","727,85"
02/08/11,"729,11",,"1,26","0,17","1.100,92","24,46",,"729,11","729,11"
02/09/11,"730,70",,"1,59","0,22","1.103,60","24,76",,"730,70","730,70"
02/10/11,"730,73",,"0,03","0,00","1.103,67","24,77",,"730,73","730,73"
02/11/11,"731,82",,"1,09","0,15","1.105,60","24,99",,"731,82","731,82"
02/14/11,"730,27",,"-1,55","-0,21","1.103,38","24,74",,"730,27","730,27"
02/15/11,"729,87",,"-0,40","-0,05","1.102,78","24,67",,"729,87","729,87"
02/16/11,"732,29",,"2,42","0,33","1.106,63","25,10",,"732,29","732,29"
02/17/11,"734,14",,"1,85","0,25","1.109,43","25,42",,"734,14","734,14"
02/18/11,"735,37",,"1,23","0,17","1.111,29","25,63",,"735,37","735,37"
02/22/11,"726,99",,"-8,38","-1,14","1.098,93","24,23",,"726,99","726,99"
02/23/11,"721,84",,"-5,15","-0,71","1.091,18","23,36",,"721,84","721,84"
02/24/11,"719,53",,"-2,31","-0,32","1.087,71","22,97",,"719,53","719,53"
02/25/11,"725,06",,"5,53","0,77","1.096,09","23,91",,"725,06","725,06"
02/28/11,"729,77",,"4,71","0,65","1.103,33","24,73",,"729,77","729,77"
03/01/11,"724,80",,"-4,97","-0,68","1.095,82","23,88",,"724,80","724,80"
03/02/11,"723,15",,"-1,65","-0,23","1.093,59","23,63",,"723,15","723,15"
03/03/11,"727,05",,"3,90","0,54","1.099,48","24,30",,"727,05","727,05"
03/04/11,"724,12",,"-2,93","-0,40","1.095,06","23,80",,"724,12","724,12"
03/07/11,"722,86",,"-1,26","-0,17","1.093,30","23,60",,"722,86","722,86"
03/08/11,"728,91",,"6,04","0,84","1.102,70","24,66",,"728,91","728,91"
03/09/11,"731,17",,"2,26","0,31","1.106,21","25,06",,"731,17","731,17"
03/10/11,"725,67",,"-5,50","-0,75","1.097,89","24,12",,"725,67","725,67"
03/11/11,"723,16",,"-2,51","-0,35","1.094,17","23,70",,"723,16","723,16"
03/14/11,"707,96",,"-15,20","-2,10","1.071,17","21,09",,"707,96","707,96"
03/15/11,"688,36",,"-19,59","-2,77","1.041,64","17,76",,"688,36","688,36"
03/16/11,"683,07",,"-5,29","-0,77","1.033,78","16,87",,"683,07","683,07"
03/17/11,"690,14",,"7,07","1,04","1.044,55","18,09",,"690,14","690,14"
03/18/11,"692,83",,"2,69","0,39","1.048,69","18,55",,"692,83","692,83"
03/21/11,"702,55",,"9,72","1,40","1.063,40","20,22",,"702,55","702,55"
03/22/11,"706,10",,"3,55","0,51","1.068,83","20,83",,"706,10","706,10"
03/23/11,"706,81",,"0,71","0,10","1.069,90","20,95",,"706,81","706,81"
03/24/11,"709,03",,"2,22","0,31","1.073,27","21,33",,"709,03","709,03"
03/25/11,"711,39",,"2,36","0,33","1.076,84","21,74",,"711,39","711,39"
03/28/11,"711,89",,"0,50","0,07","1.077,69","21,83",,"711,89","711,89"
03/29/11,"715,13",,"3,24","0,45","1.084,23","22,57",,"715,13","715,13"
03/30/11,"721,83",,"6,70","0,94","1.094,39","23,72",,"721,83","721,83"
03/31/11,"719,13",,"-2,70","-0,37","1.090,29","23,26",,"719,13","719,13"
04/01/11,"722,03",,"2,89","0,40","1.095,00","23,79",,"722,03","722,03"
04/04/11,"723,53",,"1,51","0,21","1.097,28","24,05",,"723,53","723,53"
04/05/11,"719,49",,"-4,04","-0,56","1.091,15","23,35",,"719,49","719,49"
04/06/11,"720,01",,"0,53","0,07","1.093,96","23,67",,"720,01","720,01"
04/07/11,"718,90",,"-1,11","-0,15","1.092,86","23,55",,"718,90","718,90"
04/08/11,"720,80",,"1,90","0,26","1.096,35","23,94",,"720,80","720,80"
04/11/11,"719,97",,"-0,82","-0,11","1.095,10","23,80",,"719,97","719,97"
04/12/11,"714,74",,"-5,23","-0,73","1.087,17","22,90",,"714,74","714,74"
04/13/11,"717,21",,"2,47","0,35","1.090,92","23,33",,"717,21","717,21"
04/14/11,"715,86",,"-1,36","-0,19","1.088,86","23,10",,"715,86","715,86"
04/15/11,"719,19",,"3,33","0,47","1.093,93","23,67",,"719,19","719,19"
04/18/11,"709,50",,"-9,70","-1,35","1.079,88","22,08",,"709,50","709,50"
04/19/11,"708,55",,"-0,95","-0,13","1.078,45","21,92",,"708,55","708,55"
04/20/11,"717,26",,"8,71","1,23","1.091,74","23,42",,"717,26","717,26"
04/21/11,"713,53",,"-3,72","-0,52","1.087,24","22,91",,"713,53","713,53"
04/25/11,"712,70",,"-0,83","-0,12","1.085,97","22,77",,"712,70","712,70"
04/26/11,"718,58",,"5,88","0,83","1.095,40","23,83",,"718,58","718,58"
04/27/11,"722,39",,"3,81","0,53","1.101,75","24,55",,"722,39","722,39"
04/28/11,"726,59",,"4,20","0,58","1.108,38","25,30",,"726,59","726,59"
04/29/11,"726,68",,"0,09","0,01","1.108,55","25,32",,"726,68","726,68"
05/02/11,"727,92",,"1,25","0,17","1.110,49","25,54",,"727,92","727,92"
05/03/11,"729,57",,"1,65","0,23","1.113,03","25,83",,"729,57","729,57"
05/04/11,"724,75",,"-4,82","-0,66","1.106,40","25,08",,"724,75","724,75"
05/05/11,"721,13",,"-3,62","-0,50","1.100,98","24,47",,"721,13","721,13"
05/06/11,"719,85",,"-1,29","-0,18","1.103,56","24,76",,"719,85","719,85"
05/09/11,"718,59",,"-1,26","-0,17","1.101,63","24,54",,"718,59","718,59"
05/10/11,"723,39",,"4,80","0,67","1.109,31","25,41",,"723,39","723,39"
05/11/11,"723,16",,"-0,23","-0,03","1.109,25","25,40",,"723,16","723,16"
05/12/11,"722,17",,"-0,99","-0,14","1.107,95","25,25",,"722,17","722,17"
05/13/11,"717,38",,"-4,79","-0,66","1.102,04","24,59",,"717,38","717,38"
05/16/11,"713,90",,"-3,49","-0,49","1.096,80","23,99",,"713,90","713,90"
05/17/11,"713,56",,"-0,34","-0,05","1.096,49","23,96",,"713,56","713,56"
05/18/11,"716,20",,"2,64","0,37","1.100,77","24,44",,"716,20","716,20"
05/19/11,"718,94",,"2,73","0,38","1.104,97","24,92",,"718,94","718,94"
05/20/11,"716,84",,"-2,10","-0,29","1.102,03","24,58",,"716,84","716,84"
05/23/11,"708,64",,"-8,19","-1,14","1.090,22","23,25",,"708,64","708,64"
05/24/11,"710,05",,"1,41","0,20","1.092,52","23,51",,"710,05","710,05"
05/25/11,"709,67",,"-0,39","-0,05","1.092,07","23,46",,"709,67","709,67"
05/26/11,"709,33",,"-0,34","-0,05","1.091,61","23,41",,"709,33","709,33"
05/27/11,"711,20",,"1,87","0,26","1.094,51","23,73",,"711,20","711,20"
05/31/11,"716,92",,"5,72","0,80","1.103,70","24,77",,"716,92","716,92"
06/01/11,"708,29",,"-8,64","-1,20","1.094,05","23,68",,"708,29","708,29"
06/02/11,"704,43",,"-3,86","-0,54","1.088,35","23,04",,"704,43","704,43"
06/03/11,"699,72",,"-4,71","-0,67","1.081,07","22,21",,"699,72","699,72"
06/06/11,"693,03",,"-6,69","-0,96","1.070,78","21,05",,"693,03","693,03"
06/07/11,"695,58",,"2,55","0,37","1.074,91","21,52",,"695,58","695,58"
06/08/11,"693,78",,"-1,80","-0,26","1.072,41","21,24",,"693,78","693,78"
06/09/11,"695,40",,"1,63","0,23","1.074,93","21,52",,"695,40","695,40"
06/10/11,"688,62",,"-6,78","-0,98","1.065,56","20,46",,"688,62","688,62"
06/13/11,"689,62",,"1,00","0,15","1.067,27","20,65",,"689,62","689,62"
06/14/11,"696,28",,"6,66","0,97","1.077,57","21,82",,"696,28","696,28"
06/15/11,"688,93",,"-7,35","-1,06","1.066,20","20,53",,"688,93","688,93"
06/16/11,"688,11",,"-0,82","-0,12","1.065,00","20,40",,"688,11","688,11"
06/17/11,"691,79",,"3,68","0,53","1.070,69","21,04",,"691,79","691,79"
06/20/11,"692,88",,"1,08","0,16","1.073,39","21,35",,"692,88","692,88"
06/21/11,"699,65",,"6,78","0,98","1.083,95","22,54",,"699,65","699,65"
06/22/11,"698,97",,"-0,68","-0,10","1.083,14","22,45",,"698,97","698,97"
06/23/11,"692,38",,"-6,59","-0,94","1.072,95","21,30",,"692,38","692,38"
06/24/11,"690,36",,"-2,01","-0,29","1.069,95","20,96",,"690,36","690,36"
06/27/11,"692,99",,"2,63","0,38","1.074,02","21,42",,"692,99","692,99"
06/28/11,"694,94",,"1,95","0,28","1.077,51","21,81",,"694,94","694,94"
06/29/11,"702,72",,"7,78","1,12","1.089,57","23,18",,"702,72","702,72"
06/30/11,"709,42",,"6,70","0,95","1.099,97","24,35",,"709,42","709,42"
07/01/11,"714,03",,"4,61","0,65","1.107,23","25,17",,"714,03","714,03"
07/05/11,"712,68",,"-1,36","-0,19","1.105,27","24,95",,"712,68","712,68"
07/06/11,"709,48",,"-3,20","-0,45","1.102,33","24,62",,"709,48","709,48"
07/07/11,"709,96",,"0,48","0,07","1.103,17","24,71",,"709,96","709,96"
07/08/11,"705,37",,"-4,59","-0,65","1.096,03","23,91",,"705,37","705,37"
07/11/11,"695,82",,"-9,55","-1,35","1.081,20","22,23",,"695,82","695,82"
07/12/11,"693,09",,"-2,73","-0,39","1.076,96","21,75",,"693,09","693,09"
07/13/11,"695,45",,"2,36","0,34","1.081,15","22,22",,"695,45","695,45"
07/14/11,"691,07",,"-4,38","-0,63","1.074,34","21,45",,"691,07","691,07"
07/15/11,"689,93",,"-1,14","-0,17","1.072,57","21,25",,"689,93","689,93"
07/18/11,"683,98",,"-5,95","-0,86","1.063,32","20,21",,"683,98","683,98"
07/19/11,"689,26",,"5,28","0,77","1.071,53","21,14",,"689,26","689,26"
07/20/11,"695,77",,"6,51","0,94","1.081,64","22,28",,"695,77","695,77"
07/21/11,"703,68",,"7,91","1,14","1.093,94","23,67",,"703,68","703,68"
07/22/11,"705,27",,"1,59","0,23","1.096,42","23,95",,"705,27","705,27"
07/25/11,"699,69",,"-5,58","-0,79","1.087,78","22,97",,"699,69","699,69"
07/26/11,"700,61",,"0,92","0,13","1.089,21","23,13",,"700,61","700,61"
07/27/11,"693,85",,"-6,76","-0,96","1.079,34","22,02",,"693,85","693,85"
07/28/11,"690,49",,"-3,36","-0,48","1.074,72","21,50",,"690,49","690,49"
07/29/11,"688,42",,"-2,07","-0,30","1.071,50","21,13",,"688,42","688,42"
08/01/11,"683,97",,"-4,46","-0,65","1.064,57","20,35",,"683,97","683,97"
08/02/11,"676,30",,"-7,66","-1,12","1.052,64","19,00",,"676,30","676,30"
08/03/11,"675,78",,"-0,53","-0,08","1.051,93","18,92",,"675,78","675,78"
08/04/11,"658,51",,"-17,27","-2,56","1.025,06","15,88",,"658,51","658,51"
08/05/11,"653,02",,"-5,49","-0,83","1.017,22","15,00",,"653,02","653,02"
08/08/11,"627,98",,"-25,03","-3,83","978,34","10,60",,"627,98","627,98"
08/09/11,"635,07",,"7,09","1,13","989,48","11,86",,"635,07","635,07"
08/10/11,"621,75",,"-13,32","-2,10","969,43","9,59",,"621,75","621,75"
08/11/11,"639,10",,"17,35","2,79","996,76","12,68",,"639,10","639,10"
08/12/11,"647,02",,"7,92","1,24","1.009,15","14,08",,"647,02","647,02"
08/15/11,"656,96",,"9,93","1,54","1.024,74","15,85",,"656,96","656,96"
08/16/11,"652,91",,"-4,05","-0,62","1.018,45","15,14",,"652,91","652,91"
08/17/11,"657,84",,"4,93","0,76","1.026,15","16,01",,"657,84","657,84"
08/18/11,"640,15",,"-17,69","-2,69","998,56","12,89",,"640,15","640,15"
08/19/11,"633,33",,"-6,81","-1,06","987,93","11,69",,"633,33","633,33"
08/22/11,"639,49",,"6,15","0,97","997,86","12,81",,"639,49","639,49"
08/23/11,"649,58",,"10,09","1,58","1.013,60","14,59",,"649,58","649,58"
08/24/11,"658,06",,"8,49","1,31","1.027,16","16,12",,"658,06","658,06"
08/25/11,"648,00",,"-10,06","-1,53","1.011,51","14,35",,"648,00","648,00"
08/26/11,"646,88",,"-1,12","-0,17","1.009,76","14,15",,"646,88","646,88"
08/29/11,"657,01",,"10,12","1,57","1.025,59","15,94",,"657,01","657,01"
08/30/11,"657,84",,"0,83","0,13","1.026,93","16,09",,"657,84","657,84"
