Price History: 990100,,,,,,,,,
,,,,,,,,,
Date,Price,CVol,Change,% Change,"Total Return (Gross, Unhedged)","Cumulative Return % (Gross, Unhedged)",Open,High,Low
03/28/06,"1.017,37",,"-4,76","-0,47","3.010,22","1,78",,"1.017,37","1.017,37"
03/29/06,"1.024,33",,"6,95","0,68","3.031,28","2,50",,"1.024,33","1.024,33"
03/30/06,"1.027,64",,"3,32","0,32","3.041,16","2,83",,"1.027,64","1.027,64"
03/31/06,"1.024,09",,"-3,55","-0,35","3.031,11","2,49",,"1.024,09","1.024,09"
04/03/06,"1.030,02",,"5,93","0,58","3.048,71","3,09",,"1.030,02","1.030,02"
04/04/06,"1.030,94",,"0,92","0,09","3.051,64","3,18",,"1.030,94","1.030,94"
04/05/06,"1.035,30",,"4,35","0,42","3.064,94","3,63",,"1.035,30","1.035,30"
04/06/06,"1.037,09",,"1,80","0,17","3.070,85","3,83",,"1.037,09","1.037,09"
04/07/06,"1.030,69",,"-6,40","-0,62","3.051,98","3,20",,"1.030,69","1.030,69"
04/10/06,"1.031,77",,"1,08","0,10","3.055,31","3,31",,"1.031,77","1.031,77"
04/11/06,"1.023,47",,"-8,30","-0,80","3.031,17","2,49",,"1.023,47","1.023,47"
04/12/06,"1.020,54",,"-2,93","-0,29","3.022,93","2,21",,"1.020,54","1.020,54"
04/13/06,"1.022,23",,"1,69","0,17","3.028,27","2,39",,"1.022,23","1.022,23"
04/14/06,"1.022,28",,"0,06","0,01","3.028,44","2,40",,"1.022,28","1.022,28"
04/17/06,"1.019,32",,"-2,96","-0,29","3.019,66","2,10",,"1.019,32","1.019,32"
04/18/06,"1.030,05",,"10,73","1,05","3.051,64","3,18",,"1.030,05","1.030,05"
04/19/06,"1.035,40",,"5,35","0,52","3.067,95","3,74",,"1.035,40","1.035,40"
04/20/06,"1.037,21",,"1,81","0,17","3.073,83","3,94",,"1.037,21","1.037,21"
04/21/06,"1.040,09",,"2,88","0,28","3.082,49","4,23",,"1.040,09","1.040,09"
04/24/06,"1.034,05",,"-6,04","-0,58","3.065,37","3,65",,"1.034,05","1.034,05"
04/25/06,"1.031,81",,"-2,24","-0,22","3.058,81","3,43",,"1.031,81","1.031,81"
04/26/06,"1.034,87",,"3,06","0,30","3.068,49","3,75",,"1.034,87","1.034,87"
04/27/06,"1.034,71",,"-0,16","-0,02","3.068,74","3,76",,"1.034,71","1.034,71"
04/28/06,"1.031,72",,"-2,99","-0,29","3.060,23","3,48",,"1.031,72","1.031,72"
05/01/06,"1.030,02",,"-1,70","-0,16","3.055,23","3,31",,"1.030,02","1.030,02"
05/02/06,"1.036,81",,"6,78","0,66","3.075,99","4,01",,"1.036,81","1.036,81"
05/03/06,"1.031,68",,"-5,13","-0,49","3.061,42","3,52",,"1.031,68","1.031,68"
05/04/06,"1.034,36",,"2,69","0,26","3.070,47","3,82",,"1.034,36","1.034,36"
05/05/06,"1.043,27",,"8,91","0,86","3.098,03","4,75",,"1.043,27","1.043,27"
05/08/06,"1.044,87",,"1,60","0,15","3.103,33","4,93",,"1.044,87","1.044,87"
05/09/06,"1.045,73",,"0,86","0,08","3.106,12","5,03",,"1.045,73","1.045,73"
05/10/06,"1.041,86",,"-3,87","-0,37","3.096,50","4,70",,"1.041,86","1.041,86"
05/11/06,"1.032,01",,"-9,85","-0,95","3.067,71","3,73",,"1.032,01","1.032,01"
05/12/06,"1.016,76",,"-15,25","-1,48","3.022,96","2,22",,"1.016,76","1.016,76"
