Price History: 106803,,,,,,,,,
,,,,,,,,,
Date,Price,CVol,Change,% Change,"Total Return (Gross, Unhedged)","Cumulative Return % (Gross, Unhedged)",Open,High,Low
12/21/10,"84,00",,"0,62","0,74","91,36","8,57",,"84,00","84,00"
12/22/10,"84,03",,"0,02","0,03","91,39","8,60",,"84,03","84,03"
12/23/10,"83,90",,"-0,13","-0,15","91,24","8,44",,"83,90","83,90"
12/24/10,"83,86",,"-0,04","-0,05","91,20","8,39",,"83,86","83,86"
12/27/10,"84,02",,"0,16","0,20","91,38","8,60",,"84,02","84,02"
12/28/10,"83,97",,"-0,06","-0,07","91,35","8,56",,"83,97","83,97"
12/29/10,"84,09",,"0,13","0,15","91,49","8,72",,"84,09","84,09"
12/30/10,"83,85",,"-0,24","-0,29","91,22","8,41",,"83,85","83,85"
12/31/10,"83,69",,"-0,16","-0,19","91,05","8,20",,"83,69","83,69"
01/03/11,"84,55",,"0,86","1,03","91,98","9,31",,"84,55","84,55"
01/04/11,"84,70",,"0,15","0,18","92,15","9,52",,"84,70","84,70"
01/05/11,"85,18",,"0,48","0,57","92,67","10,14",,"85,18","85,18"
01/06/11,"85,97",,"0,79","0,92","93,53","11,15",,"85,97","85,97"
01/07/11,"85,78",,"-0,19","-0,22","93,33","10,91",,"85,78","85,78"
01/10/11,"85,81",,"0,03","0,04","93,36","10,95",,"85,81","85,81"
01/11/11,"86,07",,"0,26","0,30","93,65","11,29",,"86,07","86,07"
01/12/11,"86,74",,"0,67","0,78","94,37","12,16",,"86,74","86,74"
01/13/11,"86,80",,"0,06","0,07","94,44","12,24",,"86,80","86,80"
01/14/11,"87,39",,"0,58","0,67","95,08","13,00",,"87,39","87,39"
01/17/11,"87,45",,"0,06","0,07","95,15","13,08",,"87,45","87,45"
01/18/11,"87,69",,"0,24","0,27","95,41","13,38",,"87,69","87,69"
01/19/11,"87,07",,"-0,61","-0,70","94,74","12,59",,"87,07","87,07"
01/20/11,"86,37",,"-0,71","-0,81","93,97","11,68",,"86,37","86,37"
01/21/11,"85,83",,"-0,54","-0,63","93,38","10,98",,"85,83","85,83"
01/24/11,"86,94",,"1,11","1,29","94,59","12,41",,"86,94","86,94"
01/25/11,"87,34",,"0,41","0,47","95,03","12,94",,"87,34","87,34"
01/26/11,"87,71",,"0,37","0,42","95,43","13,41",,"87,71","87,71"
01/27/11,"88,20",,"0,49","0,56","95,97","14,06",,"88,20","88,20"
01/28/11,"86,48",,"-1,72","-1,95","94,11","11,84",,"86,48","86,48"
01/31/11,"86,70",,"0,22","0,25","94,34","12,12",,"86,70","86,70"
02/01/11,"88,09",,"1,39","1,61","95,86","13,92",,"88,09","88,09"
02/02/11,"88,57",,"0,48","0,54","96,38","14,54",,"88,57","88,57"
02/03/11,"88,55",,"-0,02","-0,03","96,39","14,55",,"88,55","88,55"
02/04/11,"89,13",,"0,58","0,66","97,02","15,30",,"89,13","89,13"
02/07/11,"89,71",,"0,57","0,64","97,65","16,05",,"89,71","89,71"
02/08/11,"89,96",,"0,25","0,28","97,95","16,40",,"89,96","89,96"
02/09/11,"89,71",,"-0,24","-0,27","97,69","16,09",,"89,71","89,71"
02/10/11,"89,42",,"-0,30","-0,33","97,37","15,71",,"89,42","89,42"
02/11/11,"89,51",,"0,09","0,10","97,47","15,83",,"89,51","89,51"
02/14/11,"89,72",,"0,21","0,24","97,70","16,11",,"89,72","89,72"
02/15/11,"89,33",,"-0,39","-0,44","97,31","15,65",,"89,33","89,33"
02/16/11,"90,11",,"0,78","0,87","98,17","16,66",,"90,11","90,11"
02/17/11,"90,37",,"0,26","0,29","98,46","17,01",,"90,37","90,37"
02/18/11,"90,30",,"-0,08","-0,08","98,38","16,91",,"90,30","90,30"
02/21/11,"90,13",,"-0,17","-0,19","98,20","16,70",,"90,13","90,13"
02/22/11,"87,99",,"-2,14","-2,38","95,86","13,92",,"87,99","87,99"
02/23/11,"86,77",,"-1,22","-1,39","94,54","12,35",,"86,77","86,77"
02/24/11,"86,88",,"0,11","0,13","94,66","12,50",,"86,88","86,88"
02/25/11,"88,04",,"1,16","1,34","95,93","14,00",,"88,04","88,04"
02/28/11,"88,20",,"0,17","0,19","96,11","14,22",,"88,20","88,20"
03/01/11,"87,06",,"-1,15","-1,30","94,86","12,74",,"87,06","87,06"
03/02/11,"87,18",,"0,12","0,14","95,00","12,90",,"87,18","87,18"
03/03/11,"88,51",,"1,33","1,52","96,45","14,62",,"88,51","88,51"
03/04/11,"87,99",,"-0,51","-0,58","95,89","13,96",,"87,99","87,99"
03/07/11,"86,88",,"-1,11","-1,27","94,68","12,51",,"86,88","86,88"
03/08/11,"87,31",,"0,43","0,49","95,14","13,07",,"87,31","87,31"
03/09/11,"86,84",,"-0,47","-0,53","94,64","12,47",,"86,84","86,84"
03/10/11,"85,21",,"-1,64","-1,89","92,86","10,35",,"85,21","85,21"
03/11/11,"85,39",,"0,19","0,22","93,06","10,59",,"85,39","85,39"
03/14/11,"84,21",,"-1,19","-1,39","91,78","9,07",,"84,21","84,21"
03/15/11,"82,24",,"-1,96","-2,33","89,64","6,53",,"82,24","82,24"
03/16/11,"80,84",,"-1,40","-1,70","88,12","4,72",,"80,84","80,84"
03/17/11,"81,38",,"0,54","0,67","88,71","5,42",,"81,38","81,38"
03/18/11,"81,83",,"0,44","0,54","89,19","5,99",,"81,83","81,83"
03/21/11,"83,17",,"1,34","1,64","90,65","7,73",,"83,17","83,17"
03/22/11,"83,39",,"0,22","0,27","90,90","8,02",,"83,39","83,39"
03/23/11,"83,72",,"0,32","0,39","91,25","8,44",,"83,72","83,72"
03/24/11,"84,86",,"1,14","1,37","92,49","9,92",,"84,86","84,86"
03/25/11,"84,94",,"0,08","0,10","92,59","10,03",,"84,94","84,94"
03/28/11,"84,60",,"-0,34","-0,40","92,21","9,59",,"84,60","84,60"
03/29/11,"85,05",,"0,45","0,53","92,79","10,27",,"85,05","85,05"
03/30/11,"85,52",,"0,46","0,55","93,29","10,87",,"85,52","85,52"
03/31/11,"85,32",,"-0,19","-0,23","93,08","10,62",,"85,32","85,32"
04/01/11,"85,27",,"-0,05","-0,06","93,03","10,56",,"85,27","85,27"
04/04/11,"84,89",,"-0,38","-0,45","92,61","10,06",,"84,89","84,89"
04/05/11,"84,78",,"-0,11","-0,13","92,49","9,92",,"84,78","84,78"
04/06/11,"85,20",,"0,42","0,50","92,95","10,46",,"85,20","85,20"
04/07/11,"85,16",,"-0,04","-0,05","92,91","10,42",,"85,16","85,16"
04/08/11,"84,86",,"-0,30","-0,36","92,58","10,02",,"84,86","84,86"
04/11/11,"84,73",,"-0,12","-0,14","92,45","9,87",,"84,73","84,73"
04/12/11,"83,74",,"-0,99","-1,17","91,37","8,59",,"83,74","83,74"
04/13/11,"84,40",,"0,65","0,78","92,09","9,45",,"84,40","84,40"
04/14/11,"84,13",,"-0,26","-0,31","91,84","9,14",,"84,13","84,13"
04/15/11,"83,87",,"-0,26","-0,31","91,55","8,80",,"83,87","83,87"
04/18/11,"83,21",,"-0,66","-0,78","90,84","7,95",,"83,21","83,21"
04/19/11,"83,29",,"0,08","0,10","90,93","8,06",,"83,29","83,29"
04/20/11,"85,22",,"1,93","2,32","93,04","10,57",,"85,22","85,22"
04/21/11,"85,98",,"0,75","0,88","93,86","11,54",,"85,98","85,98"
04/22/11,"85,98",,"0,00","0,01","93,86","11,55",,"85,98","85,98"
04/25/11,"86,13",,"0,14","0,17","94,02","11,74",,"86,13","86,13"
04/26/11,"86,65",,"0,52","0,61","94,60","12,42",,"86,65","86,65"
04/27/11,"87,30",,"0,65","0,75","95,31","13,27",,"87,30","87,30"
04/28/11,"87,44",,"0,13","0,15","95,47","13,46",,"87,44","87,44"
04/29/11,"87,39",,"-0,05","-0,06","95,41","13,39",,"87,39","87,39"
05/02/11,"87,31",,"-0,08","-0,09","95,33","13,29",,"87,31","87,31"
05/03/11,"87,09",,"-0,21","-0,25","95,09","13,01",,"87,09","87,09"
05/04/11,"86,74",,"-0,35","-0,40","94,81","12,68",,"86,74","86,74"
05/05/11,"86,40",,"-0,34","-0,39","94,44","12,23",,"86,40","86,40"
05/06/11,"86,57",,"0,17","0,20","94,66","12,50",,"86,57","86,57"
05/09/11,"86,70",,"0,13","0,15","94,80","12,66",,"86,70","86,70"
05/10/11,"87,44",,"0,74","0,85","95,60","13,62",,"87,44","87,44"
05/11/11,"86,88",,"-0,55","-0,63","95,00","12,90",,"86,88","86,88"
05/12/11,"87,19",,"0,31","0,36","95,34","13,30",,"87,19","87,19"
05/13/11,"86,23",,"-0,97","-1,11","94,28","12,05",,"86,23","86,23"
05/16/11,"85,13",,"-1,09","-1,27","93,09","10,63",,"85,13","85,13"
05/17/11,"84,89",,"-0,24","-0,28","92,87","10,37",,"84,89","84,89"
05/18/11,"85,58",,"0,69","0,82","93,63","11,27",,"85,58","85,58"
05/19/11,"85,57",,"-0,02","-0,02","93,61","11,25",,"85,57","85,57"
05/20/11,"85,07",,"-0,50","-0,58","93,07","10,61",,"85,07","85,07"
05/23/11,"83,71",,"-1,36","-1,60","91,59","8,84",,"83,71","83,71"
05/24/11,"83,44",,"-0,27","-0,32","91,30","8,50",,"83,44","83,44"
05/25/11,"83,70",,"0,26","0,31","91,59","8,84",,"83,70","83,70"
05/26/11,"84,25",,"0,55","0,65","92,21","9,59",,"84,25","84,25"
05/27/11,"84,63",,"0,38","0,45","92,64","10,09",,"84,63","84,63"
05/30/11,"84,65",,"0,02","0,03","92,66","10,12",,"84,65","84,65"
05/31/11,"85,69",,"1,04","1,22","93,80","11,47",,"85,69","85,69"
06/01/11,"84,24",,"-1,45","-1,69","92,21","9,58",,"84,24","84,24"
06/02/11,"84,05",,"-0,19","-0,22","92,00","9,34",,"84,05","84,05"
06/03/11,"82,95",,"-1,10","-1,31","90,80","7,91",,"82,95","82,95"
06/06/11,"82,42",,"-0,53","-0,63","90,23","7,23",,"82,42","82,42"
06/07/11,"82,19",,"-0,24","-0,29","89,97","6,93",,"82,19","82,19"
06/08/11,"81,46",,"-0,72","-0,88","89,19","5,99",,"81,46","81,46"
06/09/11,"81,61",,"0,15","0,18","89,35","6,18",,"81,61","81,61"
06/10/11,"80,56",,"-1,05","-1,29","88,20","4,81",,"80,56","80,56"
06/13/11,"80,46",,"-0,09","-0,11","88,11","4,71",,"80,46","80,46"
06/14/11,"81,52",,"1,06","1,32","89,27","6,09",,"81,52","81,52"
06/15/11,"80,23",,"-1,29","-1,58","87,86","4,41",,"80,23","80,23"
06/16/11,"79,75",,"-0,48","-0,60","87,33","3,79",,"79,75","79,75"
06/17/11,"79,37",,"-0,38","-0,48","86,91","3,29",,"79,37","79,37"
06/20/11,"79,48",,"0,11","0,14","87,04","3,44",,"79,48","79,48"
06/21/11,"80,97",,"1,49","1,87","88,67","5,37",,"80,97","80,97"
06/22/11,"80,54",,"-0,43","-0,53","88,20","4,81",,"80,54","80,54"
06/23/11,"80,91",,"0,36","0,45","88,59","5,28",,"80,91","80,91"
06/24/11,"79,93",,"-0,98","-1,21","87,52","4,01",,"79,93","79,93"
06/27/11,"80,79",,"0,86","1,07","88,46","5,13",,"80,79","80,79"
06/28/11,"81,70",,"0,92","1,13","89,47","6,32",,"81,70","81,70"
06/29/11,"82,52",,"0,82","1,00","90,36","7,39",,"82,52","82,52"
06/30/11,"83,53",,"1,01","1,23","91,47","8,71",,"83,53","83,53"
07/01/11,"84,71",,"1,18","1,41","92,76","10,24",,"84,71","84,71"
07/04/11,"84,83",,"0,12","0,14","92,90","10,40",,"84,83","84,83"
07/05/11,"84,94",,"0,11","0,13","93,03","10,56",,"84,94","84,94"
07/06/11,"85,37",,"0,42","0,50","93,50","11,11",,"85,37","85,37"
07/07/11,"86,50",,"1,13","1,32","94,73","12,58",,"86,50","86,50"
07/08/11,"86,11",,"-0,38","-0,44","94,31","12,08",,"86,11","86,11"
07/11/11,"84,67",,"-1,44","-1,67","92,74","10,22",,"84,67","84,67"
07/12/11,"83,74",,"-0,93","-1,10","91,73","9,01",,"83,74","83,74"
07/13/11,"83,91",,"0,17","0,20","91,91","9,23",,"83,91","83,91"
07/14/11,"83,08",,"-0,83","-0,99","91,00","8,14",,"83,08","83,08"
07/15/11,"84,04",,"0,96","1,16","92,05","9,40",,"84,04","84,04"
07/18/11,"83,70",,"-0,34","-0,41","91,68","8,95",,"83,70","83,70"
07/19/11,"85,56",,"1,86","2,22","93,71","11,37",,"85,56","85,56"
07/20/11,"85,43",,"-0,13","-0,15","93,57","11,20",,"85,43","85,43"
07/21/11,"85,69",,"0,26","0,31","93,86","11,55",,"85,69","85,69"
07/22/11,"86,65",,"0,96","1,12","94,91","12,79",,"86,65","86,65"
07/25/11,"86,42",,"-0,23","-0,27","94,66","12,49",,"86,42","86,42"
07/26/11,"86,75",,"0,33","0,38","95,02","12,92",,"86,75","86,75"
07/27/11,"84,56",,"-2,19","-2,53","92,65","10,11",,"84,56","84,56"
07/28/11,"84,41",,"-0,14","-0,17","92,50","9,93",,"84,41","84,41"
07/29/11,"83,62",,"-0,79","-0,94","91,63","8,90",,"83,62","83,62"
08/01/11,"83,42",,"-0,21","-0,25","91,41","8,63",,"83,42","83,42"
08/02/11,"81,67",,"-1,75","-2,10","89,49","6,35",,"81,67","81,67"
08/03/11,"82,17",,"0,50","0,61","90,08","7,05",,"82,17","82,17"
08/04/11,"78,93",,"-3,23","-3,93","86,53","2,84",,"78,93","78,93"
08/05/11,"78,21",,"-0,73","-0,92","85,74","1,89",,"78,21","78,21"
08/08/11,"73,99",,"-4,22","-5,39","81,15","-3,57",,"73,99","73,99"
08/09/11,"76,74",,"2,75","3,72","84,16","0,02",,"76,74","76,74"
08/10/11,"74,14",,"-2,60","-3,39","81,31","-3,37",,"74,14","74,14"
08/11/11,"76,93",,"2,80","3,78","84,38","0,28",,"76,93","76,93"
08/12/11,"77,50",,"0,57","0,74","85,00","1,02",,"77,50","77,50"
08/15/11,"78,79",,"1,28","1,65","86,41","2,69",,"78,79","78,79"
08/16/11,"78,16",,"-0,62","-0,79","85,77","1,93",,"78,16","78,16"
08/17/11,"77,46",,"-0,71","-0,91","85,00","1,01",,"77,46","77,46"
08/18/11,"73,59",,"-3,87","-5,00","80,75","-4,03",,"73,59","73,59"
08/19/11,"71,88",,"-1,70","-2,32","78,88","-6,25",,"71,88","71,88"
08/22/11,"72,19",,"0,30","0,42","79,22","-5,86",,"72,19","72,19"
08/23/11,"74,79",,"2,60","3,61","82,08","-2,46",,"74,79","74,79"
08/24/11,"75,25",,"0,46","0,62","82,60","-1,84",,"75,25","75,25"
08/25/11,"74,33",,"-0,92","-1,22","81,59","-3,04",,"74,33","74,33"
08/26/11,"75,83",,"1,50","2,02","83,24","-1,08",,"75,83","75,83"
08/29/11,"77,76",,"1,93","2,55","85,36","1,45",,"77,76","77,76"
08/30/11,"78,05",,"0,28","0,37","85,68","1,82",,"78,05","78,05"
08/31/11,"78,25",,"0,20","0,26","85,90","2,09",,"78,25","78,25"
09/01/11,"77,67",,"-0,58","-0,74","85,27","1,33",,"77,67","77,67"
09/02/11,"75,83",,"-1,85","-2,38","83,24","-1,08",,"75,83","75,83"
09/05/11,"75,34",,"-0,49","-0,64","82,70","-1,71",,"75,34","75,34"
09/06/11,"74,87",,"-0,47","-0,62","82,19","-2,32",,"74,87","74,87"
09/07/11,"76,99",,"2,12","2,83","84,52","0,44",,"76,99","76,99"
09/08/11,"76,80",,"-0,19","-0,24","84,32","0,20",,"76,80","76,80"
09/09/11,"75,12",,"-1,68","-2,19","82,47","-1,99",,"75,12","75,12"
09/12/11,"75,63",,"0,51","0,67","83,04","-1,32",,"75,63","75,63"
09/13/11,"76,55",,"0,92","1,22","84,05","-0,11",,"76,55","76,55"
09/14/11,"77,53",,"0,98","1,28","85,13","1,17",,"77,53","77,53"
09/15/11,"78,87",,"1,34","1,72","86,60","2,91",,"78,87","78,87"
09/16/11,"79,65",,"0,78","0,99","87,46","3,94",,"79,65","79,65"
09/19/11,"79,50",,"-0,15","-0,19","87,30","3,74",,"79,50","79,50"
09/20/11,"79,19",,"-0,31","-0,40","86,95","3,33",,"79,19","79,19"
09/21/11,"78,34",,"-0,85","-1,07","86,02","2,22",,"78,34","78,34"
09/22/11,"75,89",,"-2,45","-3,12","83,33","-0,97",,"75,89","75,89"
09/23/11,"76,53",,"0,64","0,84","84,03","-0,14",,"76,53","76,53"
09/26/11,"77,26",,"0,73","0,96","84,83","0,82",,"77,26","77,26"
09/27/11,"78,48",,"1,22","1,58","86,17","2,41",,"78,48","78,48"
09/28/11,"77,45",,"-1,03","-1,31","85,10","1,14",,"77,45","77,45"
09/29/11,"77,34",,"-0,11","-0,14","84,98","0,99",,"77,34","77,34"
09/30/11,"75,45",,"-1,89","-2,45","82,90","-1,48",,"75,45","75,45"
10/03/11,"73,68",,"-1,77","-2,34","80,96","-3,79",,"73,68","73,68"
10/04/11,"74,77",,"1,08","1,47","82,16","-2,36",,"74,77","74,77"
10/05/11,"76,43",,"1,66","2,22","83,99","-0,19",,"76,43","76,43"
10/06/11,"77,90",,"1,48","1,93","85,61","1,74",,"77,90","77,90"
10/07/11,"77,67",,"-0,24","-0,30","85,36","1,44",,"77,67","77,67"
10/10/11,"79,97",,"2,30","2,96","87,89","4,45",,"79,97","79,97"
10/11/11,"80,53",,"0,56","0,70","88,50","5,18",,"80,53","80,53"
10/12/11,"81,00",,"0,47","0,58","89,04","5,81",,"81,00","81,00"
10/13/11,"81,76",,"0,76","0,93","89,87","6,80",,"81,76","81,76"
10/14/11,"83,16",,"1,40","1,72","91,41","8,63",,"83,16","83,16"
10/17/11,"82,02",,"-1,14","-1,37","90,16","7,15",,"82,02","82,02"
10/18/11,"82,62",,"0,60","0,73","90,82","7,93",,"82,62","82,62"
10/19/11,"81,05",,"-1,57","-1,90","89,09","5,88",,"81,05","81,05"
10/20/11,"80,62",,"-0,43","-0,53","88,62","5,32",,"80,62","80,62"
10/21/11,"81,69",,"1,07","1,33","89,80","6,71",,"81,69","81,69"
10/24/11,"83,29",,"1,60","1,95","91,55","8,80",,"83,29","83,29"
10/25/11,"82,05",,"-1,24","-1,49","90,19","7,18",,"82,05","82,05"
10/26/11,"82,41",,"0,36","0,44","90,58","7,65",,"82,41","82,41"
10/27/11,"84,86",,"2,45","2,97","93,28","10,86",,"84,86","84,86"
10/28/11,"85,02",,"0,16","0,19","93,47","11,08",,"85,02","85,02"
10/31/11,"83,54",,"-1,48","-1,74","91,84","9,15",,"83,54","83,54"
11/01/11,"81,26",,"-2,29","-2,74","89,33","6,16",,"81,26","81,26"
11/02/11,"81,96",,"0,70","0,86","90,11","7,08",,"81,96","81,96"
11/03/11,"83,75",,"1,80","2,19","92,12","9,47",,"83,75","83,75"
11/04/11,"83,54",,"-0,21","-0,25","91,89","9,20",,"83,54","83,54"
11/07/11,"83,90",,"0,36","0,43","92,28","9,67",,"83,90","83,90"
11/08/11,"84,63",,"0,73","0,87","93,12","10,66",,"84,63","84,63"
11/09/11,"82,05",,"-2,58","-3,05","90,28","7,29",,"82,05","82,05"
11/10/11,"81,82",,"-0,23","-0,28","90,02","6,99",,"81,82","81,82"
11/11/11,"83,44",,"1,62","1,98","91,80","9,10",,"83,44","83,44"
11/14/11,"82,99",,"-0,44","-0,53","91,32","8,52",,"82,99","82,99"
11/15/11,"83,77",,"0,78","0,94","92,23","9,60",,"83,77","83,77"
11/16/11,"82,67",,"-1,10","-1,31","91,02","8,17",,"82,67","82,67"
11/17/11,"81,14",,"-1,54","-1,86","89,33","6,16",,"81,14","81,14"
11/18/11,"80,54",,"-0,60","-0,74","88,67","5,38",,"80,54","80,54"
11/21/11,"79,03",,"-1,51","-1,87","87,03","3,43",,"79,03","79,03"
11/22/11,"78,77",,"-0,26","-0,33","86,74","3,09",,"78,77","78,77"
11/23/11,"77,14",,"-1,63","-2,07","84,95","0,95",,"77,14","77,14"
11/24/11,"76,99",,"-0,15","-0,19","84,78","0,75",,"76,99","76,99"
11/25/11,"76,61",,"-0,37","-0,49","84,37","0,26",,"76,61","76,61"
11/28/11,"79,17",,"2,55","3,33","87,18","3,61",,"79,17","79,17"
11/29/11,"78,98",,"-0,18","-0,23","86,98","3,37",,"78,98","78,98"
11/30/11,"81,76",,"2,77","3,51","90,04","7,01",,"81,76","81,76"
12/01/11,"82,25",,"0,50","0,61","90,59","7,66",,"82,25","82,25"
12/02/11,"82,15",,"-0,11","-0,13","90,48","7,52",,"82,15","82,15"
12/05/11,"82,93",,"0,78","0,95","91,33","8,54",,"82,93","82,93"
12/06/11,"82,77",,"-0,16","-0,19","91,16","8,33",,"82,77","82,77"
12/07/11,"82,94",,"0,18","0,21","91,36","8,57",,"82,94","82,94"
12/08/11,"81,73",,"-1,21","-1,46","90,02","6,98",,"81,73","81,73"
12/09/11,"82,70",,"0,97","1,19","91,09","8,25",,"82,70","82,70"
12/12/11,"81,75",,"-0,95","-1,15","90,05","7,02",,"81,75","81,75"
12/13/11,"81,08",,"-0,67","-0,82","89,32","6,15",,"81,08","81,08"
12/14/11,"79,76",,"-1,32","-1,63","87,86","4,42",,"79,76","79,76"
12/15/11,"79,37",,"-0,39","-0,48","87,44","3,92",,"79,37","79,37"
12/16/11,"79,37",,"0,00","0,00","87,44","3,91",,"79,37","79,37"
12/19/11,"78,51",,"-0,86","-1,09","86,49","2,78",,"78,51","78,51"
12/20/11,"80,66",,"2,15","2,74","88,86","5,60",,"80,66","80,66"
12/21/11,"79,31",,"-1,36","-1,68","87,37","3,83",,"79,31","79,31"
12/22/11,"80,00",,"0,69","0,88","88,13","4,74",,"80,00","80,00"
12/23/11,"80,74",,"0,74","0,92","88,94","5,70",,"80,74","80,74"
12/26/11,"80,81",,"0,08","0,10","89,03","5,80",,"80,81","80,81"
12/27/11,"80,86",,"0,05","0,06","89,08","5,86",,"80,86","80,86"
12/28/11,"80,07",,"-0,79","-0,98","88,24","4,87",,"80,07","80,07"
12/29/11,"80,72",,"0,66","0,82","88,96","5,73",,"80,72","80,72"
12/30/11,"80,54",,"-0,19","-0,23","88,76","5,48",,"80,54","80,54"
01/02/12,"80,62",,"0,08","0,11","88,85","5,59",,"80,62","80,62"
01/03/12,"81,80",,"1,18","1,47","90,16","7,15",,"81,80","81,80"
01/04/12,"82,01",,"0,21","0,26","90,39","7,42",,"82,01","82,01"
01/05/12,"82,33",,"0,31","0,38","90,74","7,84",,"82,33","82,33"
01/06/12,"82,34",,"0,01","0,02","90,76","7,86",,"82,34","82,34"
01/09/12,"82,20",,"-0,14","-0,17","90,61","7,69",,"82,20","82,20"
01/10/12,"82,54",,"0,34","0,41","90,99","8,13",,"82,54","82,54"
01/11/12,"82,68",,"0,14","0,18","91,14","8,32",,"82,68","82,68"
01/12/12,"82,87",,"0,18","0,22","91,34","8,55",,"82,87","82,87"
01/13/12,"82,48",,"-0,38","-0,46","90,93","8,06",,"82,48","82,48"
01/16/12,"82,45",,"-0,04","-0,04","90,89","8,01",,"82,45","82,45"
01/17/12,"82,95",,"0,51","0,61","91,44","8,67",,"82,95","82,95"
01/18/12,"84,25",,"1,30","1,56","92,87","10,37",,"84,25","84,25"
01/19/12,"84,90",,"0,64","0,77","93,58","11,22",,"84,90","84,90"
01/20/12,"85,23",,"0,33","0,39","93,95","11,65",,"85,23","85,23"
01/23/12,"85,48",,"0,25","0,29","94,22","11,98",,"85,48","85,48"
01/24/12,"85,48",,"0,01","0,01","94,23","11,98",,"85,48","85,48"
01/25/12,"86,22",,"0,74","0,87","95,05","12,95",,"86,22","86,22"
01/26/12,"85,84",,"-0,39","-0,45","94,62","12,45",,"85,84","85,84"
01/27/12,"85,81",,"-0,03","-0,03","94,59","12,42",,"85,81","85,81"
01/30/12,"85,91",,"0,10","0,12","94,71","12,56",,"85,91","85,91"
01/31/12,"86,02",,"0,11","0,13","94,83","12,70",,"86,02","86,02"
02/01/12,"86,82",,"0,80","0,93","95,71","13,75",,"86,82","86,82"
02/02/12,"87,02",,"0,20","0,23","95,93","14,01",,"87,02","87,02"
02/03/12,"88,25",,"1,23","1,42","97,33","15,67",,"88,25","88,25"
02/06/12,"88,23",,"-0,02","-0,02","97,31","15,65",,"88,23","88,23"
02/07/12,"88,47",,"0,23","0,26","97,57","15,95",,"88,47","88,47"
02/08/12,"89,04",,"0,58","0,65","98,24","16,75",,"89,04","89,04"
02/09/12,"89,76",,"0,72","0,81","99,04","17,70",,"89,76","89,76"
02/10/12,"89,20",,"-0,56","-0,63","98,42","16,96",,"89,20","89,20"
02/13/12,"89,64",,"0,44","0,49","98,91","17,54",,"89,64","89,64"
02/14/12,"89,88",,"0,24","0,27","99,22","17,91",,"89,88","89,88"
02/15/12,"89,65",,"-0,23","-0,26","98,97","17,62",,"89,65","89,65"
02/16/12,"90,88",,"1,23","1,38","100,34","19,24",,"90,88","90,88"
02/17/12,"90,96",,"0,08","0,09","100,43","19,35",,"90,96","90,96"
02/20/12,"91,13",,"0,17","0,18","100,62","19,57",,"91,13","91,13"
02/21/12,"91,40",,"0,27","0,29","100,92","19,93",,"91,40","91,40"
02/22/12,"91,05",,"-0,34","-0,38","100,53","19,48",,"91,05","91,05"
02/23/12,"91,49",,"0,44","0,48","101,02","20,05",,"91,49","91,49"
02/24/12,"92,05",,"0,55","0,61","101,63","20,78",,"92,05","92,05"
02/27/12,"92,09",,"0,04","0,05","101,69","20,84",,"92,09","92,09"
02/28/12,"92,84",,"0,75","0,81","102,52","21,83",,"92,84","92,84"
02/29/12,"92,36",,"-0,48","-0,51","102,00","21,22",,"92,36","92,36"
03/01/12,"92,81",,"0,44","0,48","102,49","21,80",,"92,81","92,81"
03/02/12,"92,72",,"-0,09","-0,09","102,39","21,69",,"92,72","92,72"
03/05/12,"91,83",,"-0,89","-0,96","101,41","20,52",,"91,83","91,83"
03/06/12,"90,73",,"-1,10","-1,20","100,20","19,07",,"90,73","90,73"
03/07/12,"91,31",,"0,58","0,64","100,85","19,85",,"91,31","91,31"
03/08/12,"92,42",,"1,11","1,22","102,07","21,31",,"92,42","92,42"
03/09/12,"92,90",,"0,48","0,52","102,61","21,94",,"92,90","92,90"
03/12/12,"92,96",,"0,06","0,07","102,69","22,04",,"92,96","92,96"
03/13/12,"94,63",,"1,67","1,79","104,54","24,23",,"94,63","94,63"
03/14/12,"95,30",,"0,67","0,71","105,28","25,12",,"95,30","95,30"
03/15/12,"95,72",,"0,42","0,44","105,75","25,67",,"95,72","95,72"
03/16/12,"95,85",,"0,13","0,14","105,89","25,84",,"95,85","95,85"
03/19/12,"96,48",,"0,62","0,65","106,58","26,67",,"96,48","96,48"
03/20/12,"96,31",,"-0,17","-0,17","106,40","26,45",,"96,31","96,31"
03/21/12,"96,17",,"-0,14","-0,14","106,25","26,26",,"96,17","96,17"
03/22/12,"95,98",,"-0,19","-0,20","106,03","26,01",,"95,98","95,98"
03/23/12,"95,84",,"-0,14","-0,14","105,88","25,83",,"95,84","95,84"
03/26/12,"97,29",,"1,44","1,51","107,48","27,73",,"97,29","97,29"
03/27/12,"97,57",,"0,28","0,29","107,79","28,10",,"97,57","97,57"
03/28/12,"97,38",,"-0,19","-0,19","107,65","27,94",,"97,38","97,38"
03/29/12,"97,04",,"-0,34","-0,35","107,28","27,49",,"97,04","97,04"
03/30/12,"96,79",,"-0,25","-0,26","107,00","27,16",,"96,79","96,79"
04/02/12,"97,84",,"1,04","1,08","108,15","28,53",,"97,84","97,84"
04/03/12,"97,65",,"-0,19","-0,19","107,96","28,30",,"97,65","97,65"
04/04/12,"96,10",,"-1,54","-1,58","106,25","26,27",,"96,10","96,10"
04/05/12,"96,42",,"0,32","0,33","106,61","26,69",,"96,42","96,42"
04/06/12,"96,33",,"-0,09","-0,10","106,50","26,57",,"96,33","96,33"
